DrugA,DrugB,Interaction,Mechanism,risk_level
Nilotinib,Nateglinide,The metabolism of Nateglinide can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nebivolol,The metabolism of Nebivolol can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nefazodone,The metabolism of Nilotinib can be decreased when combined with Nefazodone.,decrease,no risk
Nilotinib,Nelarabine,The risk or severity of adverse effects can be increased when Nelarabine is combined with Nilotinib.,increase,risk
Nilotinib,Nelfinavir,The metabolism of Nilotinib can be decreased when combined with Nelfinavir.,decrease,no risk
Nilotinib,Neratinib,The serum concentration of Neratinib can be increased when it is combined with Nilotinib.,increase,no risk
Nilotinib,Netupitant,The metabolism of Netupitant can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nevirapine,The metabolism of Nevirapine can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Niacin,The serum concentration of Nilotinib can be increased when it is combined with Niacin.,increase,no risk
Nilotinib,Nicardipine,The metabolism of Nicardipine can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nicergoline,The serum concentration of Nicergoline can be increased when it is combined with Nilotinib.,increase,no risk
Nilotinib,Nifedipine,The metabolism of Nifedipine can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nilvadipine,The metabolism of Nilvadipine can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nimesulide,The metabolism of Nimesulide can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nimodipine,The metabolism of Nimodipine can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nintedanib,The metabolism of Nintedanib can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nirmatrelvir,The metabolism of Nirmatrelvir can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nirogacestat,The serum concentration of Nirogacestat can be increased when it is combined with Nilotinib.,increase,no risk
Nilotinib,Nisoldipine,The metabolism of Nisoldipine can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nitrazepam,The metabolism of Nitrazepam can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nitrendipine,The metabolism of Nitrendipine can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nitrofurantoin,Nilotinib may decrease the excretion rate of Nitrofurantoin which could result in a higher serum level.,decrease,no risk
Nilotinib,Nizatidine,Nizatidine can cause a decrease in the absorption of Nilotinib resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Nilotinib,Nomegestrol,The metabolism of Nomegestrol can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nomegestrol acetate,The metabolism of Nomegestrol acetate can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Norelgestromin,The metabolism of Norelgestromin can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Norethisterone,The metabolism of Norethisterone can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Norethynodrel,The metabolism of Norethynodrel can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Norfloxacin,The risk or severity of QTc prolongation can be increased when Norfloxacin is combined with Nilotinib.,increase,risk
Nilotinib,Norgestimate,The metabolism of Norgestimate can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Norgestrel,The metabolism of Norgestrel can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Nortriptyline,The metabolism of Nortriptyline can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Noscapine,The serum concentration of Nilotinib can be increased when it is combined with Noscapine.,increase,no risk
Nilotinib,Novobiocin,Novobiocin may decrease the excretion rate of Nilotinib which could result in a higher serum level.,decrease,no risk
Nilotinib,Nuvaxovid,The therapeutic efficacy of Nuvaxovid can be decreased when used in combination with Nilotinib.,decrease,no risk
Nilotinib,Nylidrin,The metabolism of Nylidrin can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Obinutuzumab,The risk or severity of adverse effects can be increased when Nilotinib is combined with Obinutuzumab.,increase,risk
Nilotinib,Ocrelizumab,The risk or severity of adverse effects can be increased when Nilotinib is combined with Ocrelizumab.,increase,risk
Nilotinib,Octreotide,The serum concentration of Nilotinib can be increased when it is combined with Octreotide.,increase,no risk
Nilotinib,Ofatumumab,The risk or severity of adverse effects can be increased when Nilotinib is combined with Ofatumumab.,increase,risk
Nilotinib,Ofloxacin,The risk or severity of QTc prolongation can be increased when Ofloxacin is combined with Nilotinib.,increase,risk
Nilotinib,Olanzapine,Olanzapine can cause a decrease in the absorption of Nilotinib resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Nilotinib,Olaparib,The metabolism of Olaparib can be decreased when combined with Nilotinib.,decrease,no risk
Nilotinib,Oliceridine,The serum concentration of Oliceridine can be increased when it is combined with Nilotinib.,increase,no risk
Nilotinib,Olodaterol,The risk or severity of QTc prolongation can be increased when Olodaterol is combined with Nilotinib.,increase,risk
