DrugA,DrugB,Interaction,Mechanism,risk_level
Darifenacin,Hyoscyamine,The risk or severity of adverse effects can be increased when Hyoscyamine is combined with Darifenacin.,increase,risk
Darifenacin,Ketamine,The therapeutic efficacy of Darifenacin can be decreased when used in combination with Ketamine.,decrease,no risk
Darifenacin,Ketoconazole,The metabolism of Darifenacin can be decreased when combined with Ketoconazole.,decrease,no risk
Darifenacin,Nabilone,The risk or severity of Tachycardia and drowsiness can be increased when Darifenacin is combined with Nabilone.,increase,risk
Darifenacin,Nadolol,The metabolism of Nadolol can be decreased when combined with Darifenacin.,decrease,no risk
Darifenacin,Nalbuphine,The risk or severity of adverse effects can be increased when Darifenacin is combined with Nalbuphine.,increase,risk
Darifenacin,Naloxegol,The risk or severity of adverse effects can be increased when Darifenacin is combined with Naloxegol.,increase,risk
Darifenacin,Naltrexone,The risk or severity of adverse effects can be increased when Darifenacin is combined with Naltrexone.,increase,risk
Darifenacin,Naphazoline,The risk or severity of Tachycardia can be increased when Darifenacin is combined with Naphazoline.,increase,risk
Darifenacin,Nateglinide,The metabolism of Nateglinide can be decreased when combined with Darifenacin.,decrease,no risk
Darifenacin,Nebivolol,The metabolism of Nebivolol can be decreased when combined with Darifenacin.,decrease,no risk
Darifenacin,Nefazodone,The metabolism of Darifenacin can be decreased when combined with Nefazodone.,decrease,no risk
Darifenacin,Nelfinavir,The metabolism of Darifenacin can be decreased when combined with Nelfinavir.,decrease,no risk
Darifenacin,Neostigmine,The therapeutic efficacy of Darifenacin can be decreased when used in combination with Neostigmine.,decrease,no risk
Darifenacin,Netupitant,The metabolism of Netupitant can be decreased when combined with Darifenacin.,decrease,no risk
Darifenacin,Nevirapine,The metabolism of Nevirapine can be decreased when combined with Darifenacin.,decrease,no risk
Darifenacin,Niacin,The metabolism of Darifenacin can be decreased when combined with Niacin.,decrease,no risk
Darifenacin,Nicardipine,The metabolism of Darifenacin can be decreased when combined with Nicardipine.,decrease,no risk
Darifenacin,Nicergoline,The metabolism of Nicergoline can be decreased when combined with Darifenacin.,decrease,no risk
Darifenacin,Nicotine,The risk or severity of Tachycardia can be increased when Nicotine is combined with Darifenacin.,increase,risk
Darifenacin,Nifedipine,The metabolism of Nifedipine can be decreased when combined with Darifenacin.,decrease,no risk
