DrugA,DrugB,Interaction,Mechanism,risk_level
Sulpiride,Butobarbital,The risk or severity of CNS depression can be increased when Sulpiride is combined with Butobarbital.,increase,risk
Sulpiride,Butorphanol,The risk or severity of CNS depression can be increased when Sulpiride is combined with Butorphanol.,increase,risk
Sulpiride,Butriptyline,The risk or severity of QTc prolongation can be increased when Sulpiride is combined with Butriptyline.,increase,risk
Sulpiride,Butylscopolamine,Butylscopolamine may increase the anticholinergic activities of Sulpiride.,increase,no risk
Sulpiride,Gabapentin,The risk or severity of adverse effects can be increased when Frovatriptan is combined with Sulpiride.,increase,risk
Sulpiride,Gabapentin enacarbil,The risk or severity of CNS depression can be increased when Sulpiride is combined with Gabapentin.,increase,risk
Sulpiride,Gadobenic acid,The risk or severity of CNS depression can be increased when Sulpiride is combined with Gabapentin enacarbil.,increase,risk
Sulpiride,Galantamine,The risk or severity of QTc prolongation can be increased when Sulpiride is combined with Gadobenic acid.,increase,risk
Sulpiride,Gallamine triethiodide,The risk or severity of QTc prolongation can be increased when Galantamine is combined with Sulpiride.,increase,risk
Sulpiride,Ganaxolone,The risk or severity of CNS depression can be increased when Sulpiride is combined with gamma-Hydroxybutyric acid.,increase,risk
Sulpiride,Gatifloxacin,"The risk or severity of sedation, somnolence, and CNS depression can be increased when Sulpiride is combined with Ganaxolone.",increase,risk
Sulpiride,Gemifloxacin,The risk or severity of QTc prolongation can be increased when Gatifloxacin is combined with Sulpiride.,increase,risk
Sulpiride,Gepirone,The risk or severity of QTc prolongation can be increased when Sulpiride is combined with Gemifloxacin.,increase,risk
Sulpiride,Gilteritinib,The risk or severity of QTc prolongation can be increased when Gepirone is combined with Sulpiride.,increase,risk
Sulpiride,Glasdegib,The risk or severity of QTc prolongation can be increased when Sulpiride is combined with Gilteritinib.,increase,risk
Sulpiride,Glutethimide,The risk or severity of QTc prolongation can be increased when Sulpiride is combined with Glasdegib.,increase,risk
Sulpiride,Glycopyrronium,The risk or severity of CNS depression can be increased when Sulpiride is combined with Glutethimide.,increase,risk
Sulpiride,Goserelin,Glycopyrronium may increase the anticholinergic activities of Sulpiride.,increase,no risk
Sulpiride,Granisetron,The risk or severity of QTc prolongation can be increased when Goserelin is combined with Sulpiride.,increase,risk
Sulpiride,Grepafloxacin,The risk or severity of QTc prolongation can be increased when Sulpiride is combined with Granisetron.,increase,risk
Sulpiride,Guanfacine,The risk or severity of QTc prolongation can be increased when Sulpiride is combined with Grepafloxacin.,increase,risk
Sulpiride,Halazepam,The risk or severity of CNS depression can be increased when Sulpiride is combined with Guanfacine.,increase,risk
Sulpiride,Halofantrine,The risk or severity of CNS depression can be increased when Sulpiride is combined with Halazepam.,increase,risk
Sulpiride,Haloperidol,The risk or severity of QTc prolongation can be increased when Sulpiride is combined with Halofantrine.,increase,risk
Sulpiride,Halothane,Haloperidol may increase the antipsychotic activities of Sulpiride.,increase,no risk
Sulpiride,Hexafluronium,The risk or severity of CNS depression can be increased when Sulpiride is combined with Halothane.,increase,risk
Sulpiride,Hexocyclium,The risk or severity of CNS depression can be increased when Sulpiride is combined with Hexafluronium.,increase,risk
Sulpiride,Histrelin,Hexocyclium may increase the anticholinergic activities of Sulpiride.,increase,no risk
Sulpiride,Homatropine methylbromide,The risk or severity of QTc prolongation can be increased when Histrelin is combined with Sulpiride.,increase,risk
Sulpiride,Hydrochlorothiazide,Homatropine methylbromide may increase the anticholinergic activities of Sulpiride.,increase,no risk
Sulpiride,Hydrocodone,The risk or severity of orthostatic hypotension can be increased when Hydrochlorothiazide is combined with Sulpiride.,increase,risk
Sulpiride,Hydrocortisone,Sulpiride may increase the central nervous system depressant (CNS depressant) activities of Hydrocodone.,increase,no risk
Sulpiride,Hydrocortisone acetate,The therapeutic efficacy of Sulpiride can be decreased when used in combination with Hydrocortisone.,decrease,no risk
Sulpiride,Hydrocortisone butyrate,The therapeutic efficacy of Sulpiride can be decreased when used in combination with Hydrocortisone acetate.,decrease,no risk
Sulpiride,Hydrocortisone cypionate,The therapeutic efficacy of Sulpiride can be decreased when used in combination with Hydrocortisone butyrate.,decrease,no risk
Sulpiride,Hydrocortisone succinate,The therapeutic efficacy of Sulpiride can be decreased when used in combination with Hydrocortisone cypionate.,decrease,no risk
Sulpiride,Hydroflumethiazide,The therapeutic efficacy of Sulpiride can be decreased when used in combination with Hydrocortisone succinate.,decrease,no risk
Sulpiride,Hydromorphone,The risk or severity of orthostatic hypotension can be increased when Hydroflumethiazide is combined with Sulpiride.,increase,risk
Sulpiride,Hydrotalcite,The risk or severity of CNS depression can be increased when Hydromorphone is combined with Sulpiride.,increase,risk
Sulpiride,Hydroxychloroquine,The therapeutic efficacy of Sulpiride can be increased when used in combination with Hydrotalcite.,increase,no risk
Sulpiride,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Sulpiride.,increase,risk
Sulpiride,Hyoscyamine,The risk or severity of QTc prolongation can be increased when Sulpiride is combined with Hydroxyzine.,increase,risk
Sulpiride,Ketamine,The risk or severity of QTc prolongation can be increased when Sulpiride is combined with Ivosidenib.,increase,risk
Sulpiride,Ketazolam,The risk or severity of CNS depression can be increased when Sulpiride is combined with Ketamine.,increase,risk
Sulpiride,Ketoconazole,The risk or severity of CNS depression can be increased when Sulpiride is combined with Ketazolam.,increase,risk
Sulpiride,Nabilone,Sulpiride may increase the neuromuscular blocking activities of Moxisylyte.,increase,no risk
Sulpiride,Nadolol,Nabilone may increase the central nervous system depressant (CNS depressant) activities of Sulpiride.,increase,no risk
Sulpiride,Nalbuphine,Sulpiride may increase the bradycardic activities of Nadolol.,increase,no risk
Sulpiride,Nalidixic acid,The risk or severity of CNS depression can be increased when Sulpiride is combined with Nalbuphine.,increase,risk
Sulpiride,Naratriptan,The risk or severity of QTc prolongation can be increased when Sulpiride is combined with Nalidixic acid.,increase,risk
Sulpiride,Naxitamab,The risk or severity of adverse effects can be increased when Naratriptan is combined with Sulpiride.,increase,risk
Sulpiride,Nebivolol,Sulpiride may increase the neurotoxic activities of Naxitamab.,increase,no risk
Sulpiride,Nefazodone,Sulpiride may increase the bradycardic activities of Nebivolol.,increase,no risk
Sulpiride,Nelfinavir,The risk or severity of adverse effects can be increased when Sulpiride is combined with Nefazodone.,increase,risk
Sulpiride,Neomycin,The risk or severity of QTc prolongation can be increased when Nelfinavir is combined with Sulpiride.,increase,risk
Sulpiride,Nialamide,Sulpiride may increase the neurotoxic activities of Neomycin.,increase,no risk
Sulpiride,Nicardipine,The risk or severity of CNS depression can be increased when Sulpiride is combined with Nialamide.,increase,risk
