DrugA,DrugB,Interaction,Mechanism,risk_level
Trimethadione,Butobarbital,The risk or severity of CNS depression can be increased when Trimethadione is combined with Butobarbital.,increase,risk
Trimethadione,Butorphanol,The risk or severity of CNS depression can be increased when Trimethadione is combined with Butorphanol.,increase,risk
Trimethadione,Butriptyline,The risk or severity of CNS depression can be increased when Trimethadione is combined with Butriptyline.,increase,risk
Trimethadione,Gabapentin,The risk or severity of CNS depression can be increased when Trimethadione is combined with Gabapentin.,increase,risk
Trimethadione,Gabapentin enacarbil,The risk or severity of CNS depression can be increased when Trimethadione is combined with Gabapentin enacarbil.,increase,risk
Trimethadione,Gadobenic acid,The risk or severity of QTc prolongation can be increased when Trimethadione is combined with Gadobenic acid.,increase,risk
Trimethadione,Galantamine,Trimethadione may increase the bradycardic activities of Galantamine.,increase,no risk
Trimethadione,Gallamine triethiodide,Trimethadione may increase the neuromuscular blocking activities of Gallamine triethiodide.,increase,no risk
Trimethadione,Gamolenic acid,The therapeutic efficacy of Trimethadione can be decreased when used in combination with Gamolenic acid.,decrease,no risk
Trimethadione,Ganaxolone,"The risk or severity of sedation, somnolence, and CNS depression can be increased when Trimethadione is combined with Ganaxolone.",increase,risk
Trimethadione,Ganciclovir,The therapeutic efficacy of Trimethadione can be decreased when used in combination with Ganciclovir.,decrease,no risk
Trimethadione,Gatifloxacin,The risk or severity of QTc prolongation can be increased when Trimethadione is combined with Gatifloxacin.,increase,risk
Trimethadione,Gemfibrozil,The metabolism of Trimethadione can be decreased when combined with Gemfibrozil.,decrease,no risk
Trimethadione,Gemifloxacin,The risk or severity of QTc prolongation can be increased when Trimethadione is combined with Gemifloxacin.,increase,risk
Trimethadione,Gepirone,The risk or severity of QTc prolongation can be increased when Gepirone is combined with Trimethadione.,increase,risk
Trimethadione,Gestrinone,The metabolism of Gestrinone can be increased when combined with Trimethadione.,increase,no risk
Trimethadione,Gilteritinib,The risk or severity of QTc prolongation can be increased when Trimethadione is combined with Gilteritinib.,increase,risk
Trimethadione,Ginkgo biloba,The metabolism of Trimethadione can be decreased when combined with Ginkgo biloba.,decrease,no risk
Trimethadione,Glasdegib,The risk or severity of QTc prolongation can be increased when Trimethadione is combined with Glasdegib.,increase,risk
Trimethadione,Gliclazide,The metabolism of Gliclazide can be decreased when combined with Trimethadione.,decrease,no risk
Trimethadione,Glimepiride,The risk or severity of hypoglycemia can be increased when Trimethadione is combined with Glimepiride.,increase,risk
Trimethadione,Glipizide,The risk or severity of hypoglycemia can be increased when Trimethadione is combined with Glipizide.,increase,risk
Trimethadione,Gliquidone,The risk or severity of hypoglycemia can be increased when Trimethadione is combined with Gliquidone.,increase,risk
Trimethadione,Glofitamab,The serum concentration of Trimethadione can be increased when it is combined with Glofitamab.,increase,no risk
Trimethadione,Gluconic Acid,The therapeutic efficacy of Gluconic Acid can be decreased when used in combination with Trimethadione.,decrease,no risk
Trimethadione,Glutethimide,The risk or severity of CNS depression can be increased when Trimethadione is combined with Glutethimide.,increase,risk
Trimethadione,Glyburide,The metabolism of Glyburide can be decreased when combined with Trimethadione.,decrease,no risk
Trimethadione,Glycerin,The metabolism of Trimethadione can be increased when combined with Glycerin.,increase,no risk
Trimethadione,Glymidine,The risk or severity of hypoglycemia can be increased when Trimethadione is combined with Glymidine.,increase,risk
Trimethadione,Golimumab,The metabolism of Trimethadione can be increased when combined with Golimumab.,increase,no risk
Trimethadione,Goserelin,The risk or severity of QTc prolongation can be increased when Trimethadione is combined with Goserelin.,increase,risk
Trimethadione,Granisetron,The risk or severity of CNS depression can be increased when Trimethadione is combined with Granisetron.,increase,risk
Trimethadione,Grepafloxacin,The risk or severity of QTc prolongation can be increased when Trimethadione is combined with Grepafloxacin.,increase,risk
Trimethadione,Guanfacine,The risk or severity of CNS depression can be increased when Trimethadione is combined with Guanfacine.,increase,risk
Trimethadione,Halazepam,The risk or severity of CNS depression can be increased when Trimethadione is combined with Halazepam.,increase,risk
Trimethadione,Halofantrine,The risk or severity of QTc prolongation can be increased when Trimethadione is combined with Halofantrine.,increase,risk
Trimethadione,Haloperidol,The risk or severity of QTc prolongation can be increased when Trimethadione is combined with Haloperidol.,increase,risk
Trimethadione,Halothane,The risk or severity of CNS depression can be increased when Trimethadione is combined with Halothane.,increase,risk
Trimethadione,Heparin,The risk or severity of hyperkalemia can be increased when Trimethadione is combined with Heparin.,increase,risk
Trimethadione,Hexafluronium,The risk or severity of CNS depression can be increased when Trimethadione is combined with Hexafluronium.,increase,risk
Trimethadione,Histrelin,The risk or severity of QTc prolongation can be increased when Trimethadione is combined with Histrelin.,increase,risk
Trimethadione,Hydrochlorothiazide,The risk or severity of QTc prolongation can be increased when Trimethadione is combined with Hydrochlorothiazide.,increase,risk
Trimethadione,Hydrocodone,Trimethadione may increase the central nervous system depressant (CNS depressant) activities of Hydrocodone.,increase,no risk
Trimethadione,Hydrocortisone,The metabolism of Trimethadione can be increased when combined with Hydrocortisone.,increase,no risk
Trimethadione,Hydromorphone,The risk or severity of CNS depression can be increased when Hydromorphone is combined with Trimethadione.,increase,risk
Trimethadione,Hydrotalcite,The risk or severity of hypotension can be increased when Hydrotalcite is combined with Trimethadione.,increase,risk
Trimethadione,Hydroxychloroquine,The therapeutic efficacy of Trimethadione can be decreased when used in combination with Hydroxychloroquine.,decrease,no risk
Trimethadione,Hydroxyprogesterone caproate,The metabolism of Hydroxyprogesterone caproate can be increased when combined with Trimethadione.,increase,no risk
Trimethadione,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Trimethadione is combined with Hydroxyzine.,increase,risk
Trimethadione,Hyoscyamine,Trimethadione may increase the arrhythmogenic activities of Hyoscyamine.,increase,no risk
Trimethadione,Ketamine,The risk or severity of CNS depression can be increased when Trimethadione is combined with Ketamine.,increase,risk
Trimethadione,Ketazolam,The risk or severity of CNS depression can be increased when Trimethadione is combined with Ketazolam.,increase,risk
Trimethadione,Ketoconazole,The metabolism of Trimethadione can be decreased when combined with Ketoconazole.,decrease,no risk
Trimethadione,Ketoprofen,The risk or severity of hyperkalemia can be increased when Trimethadione is combined with Ketoprofen.,increase,risk
Trimethadione,Ketorolac,The metabolism of Ketorolac can be decreased when combined with Trimethadione.,decrease,no risk
Trimethadione,Octreotide,The serum concentration of the active metabolites of Octreotide can be increased when Octreotide is used in combination with Trimethadione.,increase,no risk
Trimethadione,Ofloxacin,The risk or severity of QTc prolongation can be increased when Trimethadione is combined with Ofloxacin.,increase,risk
Trimethadione,Olanzapine,The risk or severity of CNS depression can be increased when Olanzapine is combined with Trimethadione.,increase,risk
Trimethadione,Oliceridine,"The risk or severity of hypotension, sedation, death, somnolence, and respiratory depression can be increased when Trimethadione is combined with Oliceridine.",increase,risk
Trimethadione,Olmesartan,The risk or severity of hyperkalemia can be increased when Olmesartan is combined with Trimethadione.,increase,risk
Trimethadione,Olodaterol,The metabolism of Olodaterol can be decreased when combined with Trimethadione.,decrease,no risk
Trimethadione,Omaveloxolone,The serum concentration of Trimethadione can be decreased when it is combined with Omaveloxolone.,decrease,no risk
Trimethadione,Ombitasvir,The metabolism of Ombitasvir can be decreased when combined with Trimethadione.,decrease,no risk
Trimethadione,Omeprazole,The metabolism of Trimethadione can be decreased when combined with Omeprazole.,decrease,no risk
Trimethadione,Ondansetron,The risk or severity of CNS depression can be increased when Trimethadione is combined with Ondansetron.,increase,risk
