DrugA,DrugB,Interaction,Mechanism,risk_level
Testosterone,Gilteritinib,Gilteritinib may decrease the excretion rate of Testosterone which could result in a higher serum level.,decrease,no risk
Testosterone,Gimeracil,Testosterone may decrease the excretion rate of Gimeracil which could result in a higher serum level.,decrease,no risk
Testosterone,Ginkgo biloba,The metabolism of Testosterone can be decreased when combined with Ginkgo biloba.,decrease,no risk
Testosterone,Givosiran,Givosiran may decrease the excretion rate of Testosterone which could result in a higher serum level.,decrease,no risk
Testosterone,Glasdegib,Glasdegib may decrease the excretion rate of Testosterone which could result in a higher serum level.,decrease,no risk
Testosterone,Glecaprevir,Glecaprevir may decrease the excretion rate of Testosterone which could result in a higher serum level.,decrease,no risk
Testosterone,Gliclazide,The metabolism of Gliclazide can be decreased when combined with Testosterone.,decrease,no risk
Testosterone,Glimepiride,Testosterone may increase the hypoglycemic activities of Glimepiride.,increase,no risk
Testosterone,Glipizide,Testosterone may increase the hypoglycemic activities of Glipizide.,increase,no risk
Testosterone,Gliquidone,Testosterone may increase the hypoglycemic activities of Gliquidone.,increase,no risk
Testosterone,Glofitamab,The serum concentration of Testosterone can be increased when it is combined with Glofitamab.,increase,no risk
Testosterone,Glyburide,The metabolism of Glyburide can be decreased when combined with Testosterone.,decrease,no risk
Testosterone,Glycerol phenylbutyrate,Testosterone may decrease the excretion rate of Glycerol phenylbutyrate which could result in a higher serum level.,decrease,no risk
Testosterone,Glymidine,Testosterone may increase the hypoglycemic activities of Glymidine.,increase,no risk
Testosterone,Golimumab,The metabolism of Testosterone can be increased when combined with Golimumab.,increase,no risk
Testosterone,Golodirsen,Testosterone may decrease the excretion rate of Golodirsen which could result in a higher serum level.,decrease,no risk
Testosterone,Goserelin,Goserelin may decrease the excretion rate of Testosterone which could result in a higher serum level.,decrease,no risk
Testosterone,Grazoprevir,Grazoprevir may decrease the excretion rate of Testosterone which could result in a higher serum level.,decrease,no risk
Testosterone,Guanethidine,Testosterone may decrease the excretion rate of Guanethidine which could result in a higher serum level.,decrease,no risk
Testosterone,Guanfacine,Testosterone may decrease the excretion rate of Guanfacine which could result in a higher serum level.,decrease,no risk
Testosterone,Halofantrine,The metabolism of Halofantrine can be decreased when combined with Testosterone.,decrease,no risk
Testosterone,Haloperidol,The serum concentration of Haloperidol can be increased when it is combined with Testosterone.,increase,no risk
Testosterone,Halothane,The metabolism of Halothane can be decreased when combined with Testosterone.,decrease,no risk
Testosterone,Heparin,Testosterone may increase the anticoagulant activities of Heparin.,increase,no risk
Testosterone,Hydralazine,Testosterone may decrease the excretion rate of Hydralazine which could result in a higher serum level.,decrease,no risk
Testosterone,Hydrochlorothiazide,Hydrochlorothiazide may increase the excretion rate of Testosterone which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Testosterone,Hydrocortisone,The risk or severity of edema formation can be increased when Testosterone is combined with Hydrocortisone.,increase,risk
Testosterone,Hydrocortisone acetate,The risk or severity of edema formation can be increased when Testosterone is combined with Hydrocortisone acetate.,increase,risk
Testosterone,Hydrocortisone butyrate,The risk or severity of edema formation can be increased when Testosterone is combined with Hydrocortisone butyrate.,increase,risk
Testosterone,Hydrocortisone cypionate,The risk or severity of edema formation can be increased when Testosterone is combined with Hydrocortisone cypionate.,increase,risk
Testosterone,Hydrocortisone phosphate,The metabolism of Hydrocortisone phosphate can be decreased when combined with Testosterone.,decrease,no risk
Testosterone,Hydrocortisone succinate,The risk or severity of edema formation can be increased when Testosterone is combined with Hydrocortisone succinate.,increase,risk
Testosterone,Hydroflumethiazide,Hydroflumethiazide may increase the excretion rate of Testosterone which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Testosterone,Hydromorphone,Hydromorphone may decrease the excretion rate of Testosterone which could result in a higher serum level.,decrease,no risk
Testosterone,Hydroxocobalamin,Hydroxocobalamin may decrease the excretion rate of Testosterone which could result in a higher serum level.,decrease,no risk
Testosterone,Hydroxyethyl Starch,Testosterone may decrease the excretion rate of Hydroxyethyl Starch which could result in a higher serum level.,decrease,no risk
