DrugA,DrugB,Interaction,Mechanism,risk_level
Cinolazepam,Gepirone,The risk or severity of CNS depression can be increased when Cinolazepam is combined with Gepirone.,increase,risk
Cinolazepam,Glutethimide,The risk or severity of CNS depression can be increased when Glutethimide is combined with Cinolazepam.,increase,risk
Cinolazepam,Granisetron,The risk or severity of CNS depression can be increased when Granisetron is combined with Cinolazepam.,increase,risk
Cinolazepam,Guanfacine,The risk or severity of CNS depression can be increased when Guanfacine is combined with Cinolazepam.,increase,risk
Cinolazepam,Halazepam,The risk or severity of CNS depression can be increased when Halazepam is combined with Cinolazepam.,increase,risk
Cinolazepam,Haloperidol,The risk or severity of CNS depression can be increased when Haloperidol is combined with Cinolazepam.,increase,risk
Cinolazepam,Halothane,The risk or severity of CNS depression can be increased when Halothane is combined with Cinolazepam.,increase,risk
Cinolazepam,Hexafluronium,The risk or severity of CNS depression can be increased when Hexafluronium is combined with Cinolazepam.,increase,risk
Cinolazepam,Hydrocodone,Cinolazepam may increase the central nervous system depressant (CNS depressant) activities of Hydrocodone.,increase,no risk
Cinolazepam,Hydromorphone,The risk or severity of adverse effects can be increased when Hydromorphone is combined with Cinolazepam.,increase,risk
Cinolazepam,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Cinolazepam.,increase,no risk
Cinolazepam,Ketamine,The risk or severity of CNS depression can be increased when Ketamine is combined with Cinolazepam.,increase,risk
Cinolazepam,Ketazolam,The risk or severity of CNS depression can be increased when Ketazolam is combined with Cinolazepam.,increase,risk
Cinolazepam,Olanzapine,The risk or severity of CNS depression can be increased when Olanzapine is combined with Cinolazepam.,increase,risk
Cinolazepam,Oliceridine,"The risk or severity of hypotension, sedation, death, somnolence, and respiratory depression can be increased when Cinolazepam is combined with Oliceridine.",increase,risk
Cinolazepam,Ondansetron,The risk or severity of CNS depression can be increased when Ondansetron is combined with Cinolazepam.,increase,risk
Cinolazepam,Opium,The risk or severity of adverse effects can be increased when Opium is combined with Cinolazepam.,increase,risk
Cinolazepam,Orphenadrine,Cinolazepam may increase the central nervous system depressant (CNS depressant) activities of Orphenadrine.,increase,no risk
Cinolazepam,Oxazepam,The risk or severity of CNS depression can be increased when Oxazepam is combined with Cinolazepam.,increase,risk
Cinolazepam,Oxcarbazepine,The risk or severity of CNS depression can be increased when Oxcarbazepine is combined with Cinolazepam.,increase,risk
Cinolazepam,Oxitriptan,The risk or severity of CNS depression can be increased when Cinolazepam is combined with Oxitriptan.,increase,risk
Cinolazepam,Oxprenolol,The risk or severity of CNS depression can be increased when Oxprenolol is combined with Cinolazepam.,increase,risk
Cinolazepam,Oxtriphylline,The therapeutic efficacy of Cinolazepam can be decreased when used in combination with Oxtriphylline.,decrease,no risk
Cinolazepam,Oxybuprocaine,The risk or severity of CNS depression can be increased when Oxybuprocaine is combined with Cinolazepam.,increase,risk
Cinolazepam,Oxycodone,The risk or severity of adverse effects can be increased when Oxycodone is combined with Cinolazepam.,increase,risk
Cinolazepam,Oxymorphone,The risk or severity of adverse effects can be increased when Oxymorphone is combined with Cinolazepam.,increase,risk
Cinolazepam,Quazepam,The risk or severity of CNS depression can be increased when Quazepam is combined with Cinolazepam.,increase,risk
Cinolazepam,Quetiapine,The risk or severity of CNS depression can be increased when Quetiapine is combined with Cinolazepam.,increase,risk
Cinolazepam,Quinine,The risk or severity of CNS depression can be increased when Quinine is combined with Cinolazepam.,increase,risk
Cinolazepam,Quinupramine,The risk or severity of CNS depression can be increased when Cinolazepam is combined with Quinupramine.,increase,risk
Cinolazepam,Urethane,The risk or severity of CNS depression can be increased when Cinolazepam is combined with Urethane.,increase,risk
Cinolazepam,Valproic acid,The risk or severity of CNS depression can be increased when Valproic acid is combined with Cinolazepam.,increase,risk
Cinolazepam,Vecuronium,The risk or severity of CNS depression can be increased when Vecuronium is combined with Cinolazepam.,increase,risk
Cinolazepam,Venlafaxine,The risk or severity of CNS depression can be increased when Venlafaxine is combined with Cinolazepam.,increase,risk
Cinolazepam,Vigabatrin,The risk or severity of CNS depression can be increased when Vigabatrin is combined with Cinolazepam.,increase,risk
Cinolazepam,Vilazodone,The risk or severity of CNS depression can be increased when Cinolazepam is combined with Vilazodone.,increase,risk
Cinolazepam,Viloxazine,The risk or severity of CNS depression can be increased when Cinolazepam is combined with Viloxazine.,increase,risk
Cinolazepam,Voriconazole,The serum concentration of Cinolazepam can be increased when it is combined with Voriconazole.,increase,no risk
Cinolazepam,Vortioxetine,The risk or severity of CNS depression can be increased when Cinolazepam is combined with Vortioxetine.,increase,risk
Cinolazepam,Yohimbine,The risk or severity of CNS depression can be increased when Yohimbine is combined with Cinolazepam.,increase,risk
Cinolazepam,Zaleplon,The risk or severity of CNS depression can be increased when Zaleplon is combined with Cinolazepam.,increase,risk
Cinolazepam,Ziconotide,The risk or severity of CNS depression can be increased when Cinolazepam is combined with Ziconotide.,increase,risk
Cinolazepam,Zimelidine,The risk or severity of adverse effects can be increased when Cinolazepam is combined with Zimelidine.,increase,risk
Cinolazepam,Ziprasidone,The risk or severity of adverse effects can be increased when Cinolazepam is combined with Ziprasidone.,increase,risk
Cinolazepam,Zolmitriptan,The risk or severity of CNS depression can be increased when Zolmitriptan is combined with Cinolazepam.,increase,risk
Cinolazepam,Zolpidem,Cinolazepam may increase the central nervous system depressant (CNS depressant) activities of Zolpidem.,increase,no risk
Cinolazepam,Zonisamide,The risk or severity of CNS depression can be increased when Zonisamide is combined with Cinolazepam.,increase,risk
Cinolazepam,Zopiclone,The risk or severity of adverse effects can be increased when Cinolazepam is combined with Zopiclone.,increase,risk
Cinolazepam,Zotepine,The risk or severity of CNS depression can be increased when Cinolazepam is combined with Zotepine.,increase,risk
Cinolazepam,Zuclopenthixol,The risk or severity of CNS depression can be increased when Cinolazepam is combined with Zuclopenthixol.,increase,risk
Cinolazepam,Zuranolone,The risk or severity of CNS depression can be increased when Zuranolone is combined with Cinolazepam.,increase,risk
Nitrazepam,Gabapentin,The risk or severity of CNS depression can be increased when Gabapentin is combined with Nitrazepam.,increase,risk
Nitrazepam,Gabapentin enacarbil,The risk or severity of CNS depression can be increased when Nitrazepam is combined with Gabapentin enacarbil.,increase,risk
Nitrazepam,Gallamine triethiodide,The risk or severity of CNS depression can be increased when Gallamine triethiodide is combined with Nitrazepam.,increase,risk
Nitrazepam,Gamolenic acid,The therapeutic efficacy of Nitrazepam can be decreased when used in combination with Gamolenic acid.,decrease,no risk
Nitrazepam,Ganaxolone,"The risk or severity of sedation, somnolence, and CNS depression can be increased when Nitrazepam is combined with Ganaxolone.",increase,risk
Nitrazepam,Ganciclovir,The therapeutic efficacy of Nitrazepam can be decreased when used in combination with Ganciclovir.,decrease,no risk
Nitrazepam,Gepirone,The risk or severity of CNS depression can be increased when Nitrazepam is combined with Gepirone.,increase,risk
Nitrazepam,Gestrinone,The metabolism of Gestrinone can be increased when combined with Nitrazepam.,increase,no risk
Nitrazepam,Glofitamab,The serum concentration of Nitrazepam can be increased when it is combined with Glofitamab.,increase,no risk
Nitrazepam,Glutethimide,The risk or severity of CNS depression can be increased when Glutethimide is combined with Nitrazepam.,increase,risk
Nitrazepam,Granisetron,The risk or severity of CNS depression can be increased when Granisetron is combined with Nitrazepam.,increase,risk
Nitrazepam,Guanfacine,The risk or severity of CNS depression can be increased when Guanfacine is combined with Nitrazepam.,increase,risk
Nitrazepam,Halazepam,The risk or severity of CNS depression can be increased when Halazepam is combined with Nitrazepam.,increase,risk
Nitrazepam,Halofantrine,The therapeutic efficacy of Nitrazepam can be decreased when used in combination with Halofantrine.,decrease,no risk
Nitrazepam,Haloperidol,The risk or severity of CNS depression can be increased when Haloperidol is combined with Nitrazepam.,increase,risk
Nitrazepam,Halothane,The risk or severity of CNS depression can be increased when Halothane is combined with Nitrazepam.,increase,risk
Nitrazepam,Hexafluronium,The risk or severity of CNS depression can be increased when Hexafluronium is combined with Nitrazepam.,increase,risk
Nitrazepam,Hydrocodone,Nitrazepam may increase the central nervous system depressant (CNS depressant) activities of Hydrocodone.,increase,no risk
Nitrazepam,Hydromorphone,The risk or severity of adverse effects can be increased when Hydromorphone is combined with Nitrazepam.,increase,risk
Nitrazepam,Hydroxychloroquine,The therapeutic efficacy of Nitrazepam can be decreased when used in combination with Hydroxychloroquine.,decrease,no risk
Nitrazepam,Hydroxyprogesterone caproate,The metabolism of Hydroxyprogesterone caproate can be increased when combined with Nitrazepam.,increase,no risk
Nitrazepam,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Nitrazepam.,increase,no risk
Nitrazepam,Ketamine,The risk or severity of CNS depression can be increased when Ketamine is combined with Nitrazepam.,increase,risk
Nitrazepam,Ketazolam,The risk or severity of CNS depression can be increased when Ketazolam is combined with Nitrazepam.,increase,risk
Nitrazepam,Ketoconazole,The metabolism of Nitrazepam can be decreased when combined with Ketoconazole.,decrease,no risk
Nitrazepam,Olanzapine,The risk or severity of CNS depression can be increased when Olanzapine is combined with Nitrazepam.,increase,risk
Nitrazepam,Oliceridine,"The risk or severity of hypotension, sedation, death, somnolence, and respiratory depression can be increased when Nitrazepam is combined with Oliceridine.",increase,risk
Nitrazepam,Omaveloxolone,The serum concentration of Nitrazepam can be decreased when it is combined with Omaveloxolone.,decrease,no risk
Nitrazepam,Ondansetron,The risk or severity of CNS depression can be increased when Ondansetron is combined with Nitrazepam.,increase,risk
Nitrazepam,Opium,The risk or severity of adverse effects can be increased when Opium is combined with Nitrazepam.,increase,risk
Nitrazepam,Orlistat,Orlistat can cause a decrease in the absorption of Nitrazepam resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Nitrazepam,Orphenadrine,Nitrazepam may increase the central nervous system depressant (CNS depressant) activities of Orphenadrine.,increase,no risk
Nitrazepam,Oxazepam,The risk or severity of CNS depression can be increased when Oxazepam is combined with Nitrazepam.,increase,risk
Nitrazepam,Oxcarbazepine,The risk or severity of CNS depression can be increased when Oxcarbazepine is combined with Nitrazepam.,increase,risk
Nitrazepam,Oxetacaine,The risk or severity of methemoglobinemia can be increased when Nitrazepam is combined with Oxetacaine.,increase,risk
Nitrazepam,Oxitriptan,The risk or severity of CNS depression can be increased when Nitrazepam is combined with Oxitriptan.,increase,risk
Nitrazepam,Oxprenolol,The risk or severity of CNS depression can be increased when Oxprenolol is combined with Nitrazepam.,increase,risk
Nitrazepam,Oxtriphylline,The therapeutic efficacy of Nitrazepam can be decreased when used in combination with Oxtriphylline.,decrease,no risk
Nitrazepam,Oxybuprocaine,The risk or severity of methemoglobinemia can be increased when Nitrazepam is combined with Oxybuprocaine.,increase,risk
Nitrazepam,Oxycodone,The risk or severity of adverse effects can be increased when Oxycodone is combined with Nitrazepam.,increase,risk
Nitrazepam,Oxymorphone,The risk or severity of adverse effects can be increased when Oxymorphone is combined with Nitrazepam.,increase,risk
Nitrazepam,Quazepam,The risk or severity of CNS depression can be increased when Quazepam is combined with Nitrazepam.,increase,risk
Nitrazepam,Quetiapine,The risk or severity of CNS depression can be increased when Quetiapine is combined with Nitrazepam.,increase,risk
Nitrazepam,Quinidine,The therapeutic efficacy of Nitrazepam can be decreased when used in combination with Quinidine.,decrease,no risk
Nitrazepam,Quinine,The risk or severity of CNS depression can be increased when Quinine is combined with Nitrazepam.,increase,risk
Nitrazepam,Quinupramine,The risk or severity of CNS depression can be increased when Nitrazepam is combined with Quinupramine.,increase,risk
Nitrazepam,Ulipristal,The metabolism of Ulipristal can be increased when combined with Nitrazepam.,increase,no risk
Nitrazepam,Urethane,The risk or severity of CNS depression can be increased when Nitrazepam is combined with Urethane.,increase,risk
Nitrazepam,Vadadustat,The serum concentration of Nitrazepam can be increased when it is combined with Vadadustat.,increase,no risk
Nitrazepam,Valganciclovir,The therapeutic efficacy of Nitrazepam can be decreased when used in combination with Valganciclovir.,decrease,no risk
Nitrazepam,Valproic acid,The risk or severity of CNS depression can be increased when Valproic acid is combined with Nitrazepam.,increase,risk
Nitrazepam,Vecuronium,The risk or severity of CNS depression can be increased when Vecuronium is combined with Nitrazepam.,increase,risk
Nitrazepam,Venetoclax,The metabolism of Nitrazepam can be decreased when combined with Venetoclax.,decrease,no risk
Nitrazepam,Venlafaxine,The risk or severity of CNS depression can be increased when Venlafaxine is combined with Nitrazepam.,increase,risk
Nitrazepam,Verapamil,The metabolism of Nitrazepam can be decreased when combined with Verapamil.,decrease,no risk
Nitrazepam,Vigabatrin,The risk or severity of CNS depression can be increased when Vigabatrin is combined with Nitrazepam.,increase,risk
Nitrazepam,Vilazodone,The risk or severity of CNS depression can be increased when Nitrazepam is combined with Vilazodone.,increase,risk
Nitrazepam,Viloxazine,The metabolism of Nitrazepam can be decreased when combined with Viloxazine.,decrease,no risk
Nitrazepam,Voriconazole,The serum concentration of Nitrazepam can be increased when it is combined with Voriconazole.,increase,no risk
Nitrazepam,Vortioxetine,The risk or severity of CNS depression can be increased when Nitrazepam is combined with Vortioxetine.,increase,risk
Nitrazepam,Yohimbine,The therapeutic efficacy of Nitrazepam can be increased when used in combination with Yohimbine.,increase,no risk
Nitrazepam,Zaleplon,The risk or severity of CNS depression can be increased when Zaleplon is combined with Nitrazepam.,increase,risk
Nitrazepam,Ziconotide,The risk or severity of CNS depression can be increased when Nitrazepam is combined with Ziconotide.,increase,risk
Nitrazepam,Zimelidine,The risk or severity of adverse effects can be increased when Nitrazepam is combined with Zimelidine.,increase,risk
Nitrazepam,Ziprasidone,The risk or severity of adverse effects can be increased when Nitrazepam is combined with Ziprasidone.,increase,risk
Nitrazepam,Zolmitriptan,The risk or severity of CNS depression can be increased when Zolmitriptan is combined with Nitrazepam.,increase,risk
Nitrazepam,Zolpidem,Nitrazepam may increase the central nervous system depressant (CNS depressant) activities of Zolpidem.,increase,no risk
Nitrazepam,Zonisamide,The risk or severity of CNS depression can be increased when Zonisamide is combined with Nitrazepam.,increase,risk
Nitrazepam,Zopiclone,The risk or severity of adverse effects can be increased when Nitrazepam is combined with Zopiclone.,increase,risk
Nitrazepam,Zotepine,The risk or severity of CNS depression can be increased when Nitrazepam is combined with Zotepine.,increase,risk
Nitrazepam,Zuclopenthixol,The risk or severity of CNS depression can be increased when Nitrazepam is combined with Zuclopenthixol.,increase,risk
Nitrazepam,Zuranolone,The risk or severity of CNS depression can be increased when Zuranolone is combined with Nitrazepam.,increase,risk
Cilastatin,Baricitinib,The serum concentration of Baricitinib can be increased when it is combined with Cilastatin.,increase,no risk
