DrugA,DrugB,Interaction,Mechanism,risk_level
Apixaban,Oxycodone,The metabolism of Apixaban can be decreased when combined with Oxycodone.,decrease,no risk
Apixaban,Oxyphenbutazone,The risk or severity of bleeding and hemorrhage can be increased when Oxyphenbutazone is combined with Apixaban.,increase,risk
Apixaban,Ozanimod,The metabolism of Ozanimod can be decreased when combined with Apixaban.,decrease,no risk
Apixaban,Quetiapine,The metabolism of Apixaban can be decreased when combined with Quetiapine.,decrease,no risk
Apixaban,Quinestrol,Quinestrol may decrease the anticoagulant activities of Apixaban.,decrease,no risk
Apixaban,Quinidine,The therapeutic efficacy of Apixaban can be increased when used in combination with Quinidine.,increase,no risk
Apixaban,Quinine,The therapeutic efficacy of Apixaban can be increased when used in combination with Quinine.,increase,no risk
Apixaban,Quizartinib,The serum concentration of Apixaban can be increased when it is combined with Quizartinib.,increase,no risk
Apixaban,Ubrogepant,The serum concentration of Ubrogepant can be increased when it is combined with Apixaban.,increase,no risk
Apixaban,Udenafil,The metabolism of Apixaban can be decreased when combined with Udenafil.,decrease,no risk
Apixaban,Ulipristal,The therapeutic efficacy of Apixaban can be decreased when used in combination with Ulipristal.,decrease,no risk
Apixaban,Umbralisib,The serum concentration of Apixaban can be increased when it is combined with Umbralisib.,increase,no risk
Apixaban,Umeclidinium,The serum concentration of Umeclidinium can be increased when it is combined with Apixaban.,increase,no risk
Apixaban,Urokinase,Apixaban may increase the anticoagulant activities of Urokinase.,increase,no risk
Apixaban,Ursodeoxycholic acid,The risk or severity of bleeding and bruising can be increased when Apixaban is combined with Ursodeoxycholic acid.,increase,risk
Apixaban,Vadadustat,The serum concentration of Apixaban can be increased when it is combined with Vadadustat.,increase,no risk
Apixaban,Valbenazine,The metabolism of Valbenazine can be decreased when combined with Apixaban.,decrease,no risk
Apixaban,Valdecoxib,The risk or severity of bleeding and hemorrhage can be increased when Valdecoxib is combined with Apixaban.,increase,risk
Apixaban,Valproic acid,The metabolism of Apixaban can be decreased when combined with Valproic acid.,decrease,no risk
Apixaban,Valsartan,The metabolism of Apixaban can be decreased when combined with Valsartan.,decrease,no risk
Apixaban,Vandetanib,Vandetanib may decrease the excretion rate of Apixaban which could result in a higher serum level.,decrease,no risk
Apixaban,Vardenafil,The serum concentration of Apixaban can be increased when it is combined with Vardenafil.,increase,no risk
Apixaban,Velpatasvir,Velpatasvir may decrease the excretion rate of Apixaban which could result in a higher serum level.,decrease,no risk
Apixaban,Vemurafenib,The serum concentration of Apixaban can be increased when it is combined with Vemurafenib.,increase,no risk
Apixaban,Venetoclax,The metabolism of Apixaban can be decreased when combined with Venetoclax.,decrease,no risk
Apixaban,Venlafaxine,The risk or severity of bleeding can be increased when Apixaban is combined with Venlafaxine.,increase,risk
Apixaban,Verapamil,The metabolism of Apixaban can be decreased when combined with Verapamil.,decrease,no risk
Apixaban,Vilazodone,The metabolism of Vilazodone can be decreased when combined with Apixaban.,decrease,no risk
Apixaban,Viloxazine,The metabolism of Apixaban can be decreased when combined with Viloxazine.,decrease,no risk
Apixaban,Vinblastine,The serum concentration of Vinblastine can be increased when it is combined with Apixaban.,increase,no risk
Apixaban,Vincristine,The metabolism of Vincristine can be decreased when combined with Apixaban.,decrease,no risk
Apixaban,Vindesine,The risk or severity of bleeding can be increased when Apixaban is combined with Vindesine.,increase,risk
Apixaban,Vinflunine,The serum concentration of Vinflunine can be increased when it is combined with Apixaban.,increase,no risk
Apixaban,Vinorelbine,The risk or severity of bleeding can be increased when Apixaban is combined with Vinorelbine.,increase,risk
Apixaban,Vismodegib,Vismodegib may decrease the excretion rate of Apixaban which could result in a higher serum level.,decrease,no risk
Apixaban,Vitamin E,Vitamin E may increase the anticoagulant activities of Apixaban.,increase,no risk
Apixaban,Voclosporin,The serum concentration of Apixaban can be increased when it is combined with Voclosporin.,increase,no risk
Apixaban,Von Willebrand factor human,The therapeutic efficacy of Von Willebrand factor human can be decreased when used in combination with Apixaban.,decrease,no risk
Apixaban,Vonoprazan,The metabolism of Apixaban can be decreased when combined with Vonoprazan.,decrease,no risk
Apixaban,Vorapaxar,Apixaban may increase the anticoagulant activities of Vorapaxar.,increase,no risk
Apixaban,Voriconazole,The metabolism of Apixaban can be decreased when combined with Voriconazole.,decrease,no risk
Apixaban,Vorinostat,The risk or severity of bleeding can be increased when Apixaban is combined with Vorinostat.,increase,risk
Apixaban,Vortioxetine,The metabolism of Vortioxetine can be decreased when combined with Apixaban.,decrease,no risk
Apixaban,Voxelotor,The metabolism of Voxelotor can be decreased when combined with Apixaban.,decrease,no risk
Apixaban,Voxilaprevir,Voxilaprevir may decrease the excretion rate of Apixaban which could result in a higher serum level.,decrease,no risk
Apixaban,Warfarin,Apixaban may increase the anticoagulant activities of Warfarin.,increase,no risk
Apixaban,Ximelagatran,Apixaban may increase the anticoagulant activities of Ximelagatran.,increase,no risk
Apixaban,Zafirlukast,The metabolism of Apixaban can be decreased when combined with Zafirlukast.,decrease,no risk
Apixaban,Zaleplon,The metabolism of Apixaban can be decreased when combined with Zaleplon.,decrease,no risk
Apixaban,Zidovudine,The metabolism of Apixaban can be decreased when combined with Zidovudine.,decrease,no risk
Apixaban,Zileuton,The metabolism of Apixaban can be decreased when combined with Zileuton.,decrease,no risk
Apixaban,Zimelidine,The risk or severity of hemorrhage can be increased when Zimelidine is combined with Apixaban.,increase,risk
Apixaban,Ziprasidone,The metabolism of Apixaban can be decreased when combined with Ziprasidone.,decrease,no risk
Apixaban,Zolpidem,The metabolism of Apixaban can be decreased when combined with Zolpidem.,decrease,no risk
Apixaban,Zonisamide,The serum concentration of Apixaban can be increased when it is combined with Zonisamide.,increase,no risk
Apixaban,Zopiclone,The metabolism of Apixaban can be decreased when combined with Zopiclone.,decrease,no risk
Teplizumab,Obiltoxaximab,The risk or severity of adverse effects can be increased when Obiltoxaximab is combined with Teplizumab.,increase,risk
Teplizumab,Obinutuzumab,The risk or severity of adverse effects can be increased when Teplizumab is combined with Obinutuzumab.,increase,risk
Teplizumab,Ocrelizumab,The risk or severity of adverse effects can be increased when Teplizumab is combined with Ocrelizumab.,increase,risk
Teplizumab,Odesivimab,The risk or severity of adverse effects can be increased when Teplizumab is combined with Odesivimab.,increase,risk
Teplizumab,Ofatumumab,The risk or severity of adverse effects can be increased when Teplizumab is combined with Ofatumumab.,increase,risk
Teplizumab,Olaratumab,The risk or severity of adverse effects can be increased when Olaratumab is combined with Teplizumab.,increase,risk
Teplizumab,Omalizumab,The risk or severity of adverse effects can be increased when Omalizumab is combined with Teplizumab.,increase,risk
Teplizumab,Quinestrol,Quinestrol may increase the thrombogenic activities of Teplizumab.,increase,no risk
Teplizumab,Ublituximab,The risk or severity of adverse effects can be increased when Teplizumab is combined with Ublituximab.,increase,risk
Teplizumab,Ustekinumab,The risk or severity of adverse effects can be increased when Ustekinumab is combined with Teplizumab.,increase,risk
Teplizumab,Vedolizumab,The risk or severity of adverse effects can be increased when Teplizumab is combined with Vedolizumab.,increase,risk
Catumaxomab,Obiltoxaximab,The risk or severity of adverse effects can be increased when Obiltoxaximab is combined with Catumaxomab.,increase,risk
Catumaxomab,Obinutuzumab,The risk or severity of adverse effects can be increased when Catumaxomab is combined with Obinutuzumab.,increase,risk
Catumaxomab,Ocrelizumab,The risk or severity of adverse effects can be increased when Catumaxomab is combined with Ocrelizumab.,increase,risk
Catumaxomab,Odesivimab,The risk or severity of adverse effects can be increased when Catumaxomab is combined with Odesivimab.,increase,risk
Catumaxomab,Ofatumumab,The risk or severity of adverse effects can be increased when Catumaxomab is combined with Ofatumumab.,increase,risk
Catumaxomab,Olaratumab,The risk or severity of adverse effects can be increased when Olaratumab is combined with Catumaxomab.,increase,risk
Catumaxomab,Omalizumab,The risk or severity of adverse effects can be increased when Omalizumab is combined with Catumaxomab.,increase,risk
Catumaxomab,Oxetacaine,The risk or severity of methemoglobinemia can be increased when Catumaxomab is combined with Oxetacaine.,increase,risk
Catumaxomab,Oxybuprocaine,The risk or severity of methemoglobinemia can be increased when Catumaxomab is combined with Oxybuprocaine.,increase,risk
Catumaxomab,Quinestrol,Quinestrol may increase the thrombogenic activities of Catumaxomab.,increase,no risk
Catumaxomab,Ublituximab,The risk or severity of adverse effects can be increased when Catumaxomab is combined with Ublituximab.,increase,risk
Catumaxomab,Ustekinumab,The risk or severity of adverse effects can be increased when Ustekinumab is combined with Catumaxomab.,increase,risk
Catumaxomab,Vedolizumab,The risk or severity of adverse effects can be increased when Catumaxomab is combined with Vedolizumab.,increase,risk
Tafenoquine,Galantamine,The metabolism of Tafenoquine can be decreased when combined with Galantamine.,decrease,no risk
Tafenoquine,Ganciclovir,The excretion of Ganciclovir can be decreased when combined with Tafenoquine.,decrease,no risk
Tafenoquine,Gefitinib,The metabolism of Tafenoquine can be decreased when combined with Gefitinib.,decrease,no risk
Tafenoquine,Gentamicin,The serum concentration of Gentamicin can be increased when it is combined with Tafenoquine.,increase,no risk
Tafenoquine,Givosiran,The serum concentration of Tafenoquine can be increased when it is combined with Givosiran.,increase,no risk
Tafenoquine,Glycerol phenylbutyrate,The metabolism of Tafenoquine can be decreased when combined with Glycerol phenylbutyrate.,decrease,no risk
Tafenoquine,Golimumab,The metabolism of Tafenoquine can be increased when combined with Golimumab.,increase,no risk
Tafenoquine,Guanidine,The excretion of Guanidine can be decreased when combined with Tafenoquine.,decrease,no risk
Tafenoquine,Halofantrine,The metabolism of Tafenoquine can be decreased when combined with Halofantrine.,decrease,no risk
Tafenoquine,Haloperidol,The serum concentration of Tafenoquine can be increased when it is combined with Haloperidol.,increase,no risk
Tafenoquine,Histamine,The serum concentration of Histamine can be increased when it is combined with Tafenoquine.,increase,no risk
Tafenoquine,Hydroxychloroquine,The metabolism of Tafenoquine can be decreased when combined with Hydroxychloroquine.,decrease,no risk
Tafenoquine,Hydroxyzine,The metabolism of Tafenoquine can be decreased when combined with Hydroxyzine.,decrease,no risk
Tafenoquine,Ketoconazole,The metabolism of Tafenoquine can be decreased when combined with Ketoconazole.,decrease,no risk
Tafenoquine,Olanzapine,The metabolism of Tafenoquine can be decreased when combined with Olanzapine.,decrease,no risk
Tafenoquine,Oliceridine,The metabolism of Oliceridine can be decreased when combined with Tafenoquine.,decrease,no risk
Tafenoquine,Ondansetron,The metabolism of Tafenoquine can be decreased when combined with Ondansetron.,decrease,no risk
Tafenoquine,Opium,The metabolism of Opium can be decreased when combined with Tafenoquine.,decrease,no risk
Tafenoquine,Oritavancin,The metabolism of Tafenoquine can be decreased when combined with Oritavancin.,decrease,no risk
Tafenoquine,Orphenadrine,The metabolism of Tafenoquine can be decreased when combined with Orphenadrine.,decrease,no risk
Tafenoquine,Osilodrostat,The metabolism of Tafenoquine can be decreased when combined with Osilodrostat.,decrease,no risk
Tafenoquine,Ospemifene,The metabolism of Tafenoquine can be decreased when combined with Ospemifene.,decrease,no risk
Tafenoquine,Ouabain,The serum concentration of Ouabain can be increased when it is combined with Tafenoquine.,increase,no risk
Tafenoquine,Oxaliplatin,The serum concentration of Oxaliplatin can be increased when it is combined with Tafenoquine.,increase,no risk
Tafenoquine,Oxamniquine,The metabolism of Tafenoquine can be decreased when combined with Oxamniquine.,decrease,no risk
Tafenoquine,Oxetacaine,The risk or severity of methemoglobinemia can be increased when Tafenoquine is combined with Oxetacaine.,increase,risk
Tafenoquine,Oxprenolol,The metabolism of Tafenoquine can be decreased when combined with Oxprenolol.,decrease,no risk
Tafenoquine,Oxybuprocaine,The risk or severity of methemoglobinemia can be increased when Tafenoquine is combined with Oxybuprocaine.,increase,risk
Tafenoquine,Oxybutynin,The metabolism of Tafenoquine can be decreased when combined with Oxybutynin.,decrease,no risk
Tafenoquine,Oxycodone,The metabolism of Tafenoquine can be decreased when combined with Oxycodone.,decrease,no risk
Tafenoquine,Oxymorphone,The metabolism of Tafenoquine can be decreased when combined with Oxymorphone.,decrease,no risk
Tafenoquine,Quetiapine,The metabolism of Tafenoquine can be decreased when combined with Quetiapine.,decrease,no risk
Tafenoquine,Quinidine,The metabolism of Tafenoquine can be decreased when combined with Quinidine.,decrease,no risk
Tafenoquine,Quinine,The metabolism of Tafenoquine can be decreased when combined with Quinine.,decrease,no risk
Tafenoquine,Umeclidinium,The metabolism of Umeclidinium can be decreased when combined with Tafenoquine.,decrease,no risk
Tafenoquine,Valbenazine,The metabolism of Valbenazine can be decreased when combined with Tafenoquine.,decrease,no risk
Tafenoquine,Varenicline,The excretion of Varenicline can be decreased when combined with Tafenoquine.,decrease,no risk
Tafenoquine,Vemurafenib,The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Tafenoquine.,increase,risk
Tafenoquine,Venlafaxine,The metabolism of Tafenoquine can be decreased when combined with Venlafaxine.,decrease,no risk
Tafenoquine,Verapamil,The metabolism of Tafenoquine can be decreased when combined with Verapamil.,decrease,no risk
Tafenoquine,Vernakalant,The metabolism of Tafenoquine can be decreased when combined with Vernakalant.,decrease,no risk
Tafenoquine,Vilazodone,The metabolism of Tafenoquine can be decreased when combined with Vilazodone.,decrease,no risk
Tafenoquine,Viloxazine,The metabolism of Tafenoquine can be decreased when combined with Viloxazine.,decrease,no risk
Tafenoquine,Vinblastine,The metabolism of Tafenoquine can be decreased when combined with Vinblastine.,decrease,no risk
Tafenoquine,Vinorelbine,The metabolism of Tafenoquine can be decreased when combined with Vinorelbine.,decrease,no risk
Tafenoquine,Vortioxetine,The metabolism of Vortioxetine can be decreased when combined with Tafenoquine.,decrease,no risk
