DrugA,DrugB,Interaction,Mechanism,risk_level
Cilostazol,Vilanterol,The risk or severity of QTc prolongation and ventricular arrhythmias can be increased when Vilanterol is combined with Cilostazol.,increase,risk
Cilostazol,Vilazodone,The metabolism of Cilostazol can be decreased when combined with Vilazodone.,decrease,no risk
Cilostazol,Viloxazine,The metabolism of Cilostazol can be decreased when combined with Viloxazine.,decrease,no risk
Cilostazol,Vinblastine,The metabolism of Cilostazol can be decreased when combined with Vinblastine.,decrease,no risk
Cilostazol,Vincristine,The metabolism of Vincristine can be decreased when combined with Cilostazol.,decrease,no risk
Cilostazol,Vindesine,The risk or severity of bleeding can be increased when Cilostazol is combined with Vindesine.,increase,risk
Cilostazol,Vinorelbine,The risk or severity of bleeding can be increased when Cilostazol is combined with Vinorelbine.,increase,risk
Cilostazol,Vitamin E,Vitamin E may increase the antiplatelet activities of Cilostazol.,increase,no risk
Cilostazol,Vonoprazan,The risk or severity of adverse effects can be increased when Vonoprazan is combined with Cilostazol.,increase,risk
Cilostazol,Vorapaxar,The risk or severity of bleeding can be increased when Cilostazol is combined with Vorapaxar.,increase,risk
Cilostazol,Voriconazole,The serum concentration of Cilostazol can be increased when it is combined with Voriconazole.,increase,no risk
Cilostazol,Vorinostat,The risk or severity of bleeding can be increased when Cilostazol is combined with Vorinostat.,increase,risk
Cilostazol,Vortioxetine,The risk or severity of bleeding can be increased when Vortioxetine is combined with Cilostazol.,increase,risk
Cilostazol,Voxilaprevir,The metabolism of Voxilaprevir can be decreased when combined with Cilostazol.,decrease,no risk
Cilostazol,Warfarin,The serum concentration of Cilostazol can be increased when it is combined with Warfarin.,increase,no risk
Cilostazol,Xamoterol,The risk or severity of Tachycardia can be increased when Cilostazol is combined with Xamoterol.,increase,risk
Cilostazol,Ximelagatran,The risk or severity of bleeding can be increased when Cilostazol is combined with Ximelagatran.,increase,risk
Cilostazol,Xylometazoline,The risk or severity of Tachycardia can be increased when Cilostazol is combined with Xylometazoline.,increase,risk
Cilostazol,Yohimbine,The metabolism of Yohimbine can be decreased when combined with Cilostazol.,decrease,no risk
Cilostazol,Zafirlukast,The serum concentration of Cilostazol can be increased when it is combined with Zafirlukast.,increase,no risk
Cilostazol,Zaleplon,Zaleplon may decrease the excretion rate of Cilostazol which could result in a higher serum level.,decrease,no risk
Cilostazol,Zanamivir,Zanamivir may decrease the excretion rate of Cilostazol which could result in a higher serum level.,decrease,no risk
Cilostazol,Zidovudine,The risk or severity of bleeding can be increased when Cilostazol is combined with Zidovudine.,increase,risk
