DrugA,DrugB,Interaction,Mechanism,risk_level
Nefazodone,Ketorolac,The risk or severity of gastrointestinal bleeding can be increased when Nefazodone is combined with Ketorolac.,increase,risk
Nefazodone,N-acetyltyrosine,Nefazodone may decrease the excretion rate of N-acetyltyrosine which could result in a higher serum level.,decrease,no risk
Nefazodone,Nabilone,Nabilone may increase the central nervous system depressant (CNS depressant) activities of Nefazodone.,increase,no risk
Nefazodone,Nabumetone,The risk or severity of gastrointestinal bleeding can be increased when Nefazodone is combined with Nabumetone.,increase,risk
Nefazodone,Nadolol,The serum concentration of Nadolol can be increased when it is combined with Nefazodone.,increase,no risk
Nefazodone,Nadroparin,The risk or severity of hemorrhage can be increased when Nefazodone is combined with Nadroparin.,increase,risk
Nefazodone,Nalbuphine,The risk or severity of serotonin syndrome can be increased when Nalbuphine is combined with Nefazodone.,increase,risk
Nefazodone,Naldemedine,Nefazodone may decrease the excretion rate of Naldemedine which could result in a higher serum level.,decrease,no risk
Nefazodone,Nalmefene,Nefazodone may decrease the excretion rate of Nalmefene which could result in a higher serum level.,decrease,no risk
Nefazodone,Naloxegol,The metabolism of Naloxegol can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Naloxone,Nefazodone may decrease the excretion rate of Naloxone which could result in a higher serum level.,decrease,no risk
Nefazodone,Naltrexone,The risk or severity of serotonin syndrome can be increased when Naltrexone is combined with Nefazodone.,increase,risk
Nefazodone,Naphazoline,Nefazodone may increase the tachycardic activities of Naphazoline.,increase,no risk
Nefazodone,Naproxen,The risk or severity of gastrointestinal bleeding can be increased when Nefazodone is combined with Naproxen.,increase,risk
Nefazodone,Naratriptan,The risk or severity of adverse effects can be increased when Naratriptan is combined with Nefazodone.,increase,risk
Nefazodone,Nateglinide,The metabolism of Nateglinide can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Naxitamab,The risk or severity of hypertension can be increased when Nefazodone is combined with Naxitamab.,increase,risk
Nefazodone,Nebivolol,The metabolism of Nebivolol can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nedaplatin,Nefazodone may decrease the excretion rate of Nedaplatin which could result in a higher serum level.,decrease,no risk
Nefazodone,Nedocromil,Nedocromil may decrease the excretion rate of Nefazodone which could result in a higher serum level.,decrease,no risk
Nefazodone,Nelfinavir,The metabolism of Nefazodone can be decreased when combined with Nelfinavir.,decrease,no risk
Nefazodone,Neomycin,Nefazodone may decrease the excretion rate of Neomycin which could result in a higher serum level.,decrease,no risk
Nefazodone,Neratinib,The serum concentration of Neratinib can be increased when it is combined with Nefazodone.,increase,no risk
Nefazodone,Netilmicin,Nefazodone may decrease the excretion rate of Netilmicin which could result in a higher serum level.,decrease,no risk
Nefazodone,Netupitant,The metabolism of Netupitant can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nevirapine,The metabolism of Nevirapine can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Niacin,The metabolism of Nefazodone can be decreased when combined with Niacin.,decrease,no risk
Nefazodone,Nialamide,Nialamide may increase the serotonergic activities of Nefazodone.,increase,no risk
Nefazodone,Nicardipine,The metabolism of Nicardipine can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nicergoline,The serum concentration of Nicergoline can be increased when it is combined with Nefazodone.,increase,no risk
Nefazodone,Nicorandil,Nefazodone may decrease the antihypertensive activities of Nicorandil.,decrease,no risk
Nefazodone,Nifedipine,The metabolism of Nifedipine can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nilotinib,The metabolism of Nilotinib can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nilutamide,Nilutamide may decrease the excretion rate of Nefazodone which could result in a higher serum level.,decrease,no risk
Nefazodone,Nilvadipine,The metabolism of Nilvadipine can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nimesulide,The metabolism of Nimesulide can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nimodipine,The metabolism of Nimodipine can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nintedanib,The metabolism of Nintedanib can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nirmatrelvir,The metabolism of Nirmatrelvir can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nirogacestat,The serum concentration of Nirogacestat can be increased when it is combined with Nefazodone.,increase,no risk
Nefazodone,Nisoldipine,The metabolism of Nisoldipine can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nitrazepam,The metabolism of Nitrazepam can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nitrendipine,The metabolism of Nitrendipine can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nitric Oxide,Nitric Oxide may decrease the excretion rate of Nefazodone which could result in a higher serum level.,decrease,no risk
Nefazodone,Nitrofurantoin,Nitrofurantoin may decrease the excretion rate of Nefazodone which could result in a higher serum level.,decrease,no risk
Nefazodone,Nitroglycerin,Nefazodone may decrease the antihypertensive activities of Nitroglycerin.,decrease,no risk
Nefazodone,Nitroprusside,Nefazodone may decrease the antihypertensive activities of Nitroprusside.,decrease,no risk
Nefazodone,Nitrous oxide,The risk or severity of adverse effects can be increased when Nitrous oxide is combined with Nefazodone.,increase,risk
Nefazodone,Nomegestrol,The metabolism of Nomegestrol can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nomegestrol acetate,The metabolism of Nomegestrol acetate can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nomifensine,The risk or severity of adverse effects can be increased when Nomifensine is combined with Nefazodone.,increase,risk
Nefazodone,Norelgestromin,The metabolism of Norelgestromin can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Norepinephrine,Nefazodone may increase the tachycardic activities of Norepinephrine.,increase,no risk
Nefazodone,Norethisterone,The metabolism of Norethisterone can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Norethynodrel,The metabolism of Norethynodrel can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Norgestimate,The metabolism of Norgestimate can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Norgestrel,The metabolism of Norgestrel can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Normethadone,The risk or severity of serotonin syndrome can be increased when Normethadone is combined with Nefazodone.,increase,risk
Nefazodone,Nortriptyline,The metabolism of Nortriptyline can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Nylidrin,The metabolism of Nylidrin can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Octinoxate,Nefazodone may decrease the excretion rate of Octinoxate which could result in a higher serum level.,decrease,no risk
Nefazodone,Octreotide,The risk or severity of hypoglycemia can be increased when Octreotide is combined with Nefazodone.,increase,risk
Nefazodone,Ofloxacin,Nefazodone may decrease the excretion rate of Ofloxacin which could result in a higher serum level.,decrease,no risk
Nefazodone,Olanzapine,"Olanzapine may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Nefazodone.",increase,no risk
Nefazodone,Olaparib,The metabolism of Olaparib can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Oliceridine,"The risk or severity of hypotension, sedation, death, somnolence, and respiratory depression can be increased when Nefazodone is combined with Oliceridine.",increase,risk
Nefazodone,Olmesartan,Olmesartan may decrease the excretion rate of Nefazodone which could result in a higher serum level.,decrease,no risk
Nefazodone,Olodaterol,Nefazodone may increase the tachycardic activities of Olodaterol.,increase,no risk
Nefazodone,Olsalazine,Olsalazine may decrease the excretion rate of Nefazodone which could result in a higher serum level.,decrease,no risk
Nefazodone,Olutasidenib,The metabolism of Olutasidenib can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Omaveloxolone,The serum concentration of Omaveloxolone can be increased when it is combined with Nefazodone.,increase,no risk
Nefazodone,Ondansetron,The metabolism of Ondansetron can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Opium,The metabolism of Opium can be decreased when combined with Nefazodone.,decrease,no risk
Nefazodone,Orciprenaline,Nefazodone may increase the tachycardic activities of Orciprenaline.,increase,no risk
