DrugA,DrugB,Interaction,Mechanism,risk_level
Enokizumab,Quinestrol,Quinestrol may increase the thrombogenic activities of Enokizumab.,increase,no risk
Enokizumab,Ublituximab,The risk or severity of adverse effects can be increased when Enokizumab is combined with Ublituximab.,increase,risk
Enokizumab,Ustekinumab,The risk or severity of adverse effects can be increased when Enokizumab is combined with Ustekinumab.,increase,risk
Enokizumab,Vedolizumab,The risk or severity of adverse effects can be increased when Enokizumab is combined with Vedolizumab.,increase,risk
Tralokinumab,Natalizumab,The risk or severity of adverse effects can be increased when Natalizumab is combined with Tralokinumab.,increase,risk
Tralokinumab,Necitumumab,The risk or severity of adverse effects can be increased when Necitumumab is combined with Tralokinumab.,increase,risk
Tralokinumab,Nivolumab,The risk or severity of adverse effects can be increased when Nivolumab is combined with Tralokinumab.,increase,risk
Tralokinumab,Obiltoxaximab,The risk or severity of adverse effects can be increased when Obiltoxaximab is combined with Tralokinumab.,increase,risk
Tralokinumab,Obinutuzumab,The risk or severity of adverse effects can be increased when Obinutuzumab is combined with Tralokinumab.,increase,risk
Tralokinumab,Ocrelizumab,The risk or severity of adverse effects can be increased when Ocrelizumab is combined with Tralokinumab.,increase,risk
Tralokinumab,Odesivimab,The risk or severity of adverse effects can be increased when Tralokinumab is combined with Odesivimab.,increase,risk
Tralokinumab,Ofatumumab,The risk or severity of adverse effects can be increased when Ofatumumab is combined with Tralokinumab.,increase,risk
Tralokinumab,Olaratumab,The risk or severity of adverse effects can be increased when Olaratumab is combined with Tralokinumab.,increase,risk
Tralokinumab,Omalizumab,The risk or severity of adverse effects can be increased when Omalizumab is combined with Tralokinumab.,increase,risk
Tralokinumab,Quinestrol,Quinestrol may increase the thrombogenic activities of Tralokinumab.,increase,no risk
Tralokinumab,Ublituximab,The risk or severity of adverse effects can be increased when Ublituximab is combined with Tralokinumab.,increase,risk
Tralokinumab,Ustekinumab,The risk or severity of adverse effects can be increased when Ustekinumab is combined with Tralokinumab.,increase,risk
Tralokinumab,Vedolizumab,The risk or severity of adverse effects can be increased when Vedolizumab is combined with Tralokinumab.,increase,risk
Naluzotan,Gabapentin,The risk or severity of CNS depression can be increased when Gabapentin is combined with Naluzotan.,increase,risk
Naluzotan,Gabapentin enacarbil,The risk or severity of CNS depression can be increased when Naluzotan is combined with Gabapentin enacarbil.,increase,risk
Naluzotan,Gallamine triethiodide,The risk or severity of CNS depression can be increased when Gallamine triethiodide is combined with Naluzotan.,increase,risk
Naluzotan,Ganaxolone,"The risk or severity of sedation, somnolence, and CNS depression can be increased when Naluzotan is combined with Ganaxolone.",increase,risk
Naluzotan,Gepirone,The risk or severity of CNS depression can be increased when Naluzotan is combined with Gepirone.,increase,risk
Naluzotan,Gilteritinib,The therapeutic efficacy of Naluzotan can be decreased when used in combination with Gilteritinib.,decrease,no risk
Naluzotan,Glutethimide,The risk or severity of CNS depression can be increased when Glutethimide is combined with Naluzotan.,increase,risk
Naluzotan,Granisetron,The risk or severity of CNS depression can be increased when Granisetron is combined with Naluzotan.,increase,risk
Naluzotan,Guanabenz,Naluzotan may decrease the antihypertensive activities of Guanabenz.,decrease,no risk
Naluzotan,Guanadrel,Naluzotan may decrease the antihypertensive activities of Guanadrel.,decrease,no risk
Naluzotan,Guanethidine,Naluzotan may decrease the antihypertensive activities of Guanethidine.,decrease,no risk
Naluzotan,Guanfacine,The risk or severity of CNS depression can be increased when Guanfacine is combined with Naluzotan.,increase,risk
Naluzotan,Guanoxan,Naluzotan may decrease the antihypertensive activities of Guanoxan.,decrease,no risk
Naluzotan,Halazepam,The risk or severity of CNS depression can be increased when Halazepam is combined with Naluzotan.,increase,risk
Naluzotan,Haloperidol,The risk or severity of CNS depression can be increased when Haloperidol is combined with Naluzotan.,increase,risk
Naluzotan,Halothane,The risk or severity of CNS depression can be increased when Halothane is combined with Naluzotan.,increase,risk
Naluzotan,Hexafluronium,The risk or severity of CNS depression can be increased when Hexafluronium is combined with Naluzotan.,increase,risk
Naluzotan,Hydralazine,Naluzotan may decrease the antihypertensive activities of Hydralazine.,decrease,no risk
Naluzotan,Hydrochlorothiazide,Naluzotan may decrease the antihypertensive activities of Hydrochlorothiazide.,decrease,no risk
Naluzotan,Hydrocodone,Naluzotan may increase the central nervous system depressant (CNS depressant) activities of Hydrocodone.,increase,no risk
Naluzotan,Hydroflumethiazide,Naluzotan may decrease the antihypertensive activities of Hydroflumethiazide.,decrease,no risk
Naluzotan,Hydromorphone,The risk or severity of CNS depression can be increased when Hydromorphone is combined with Naluzotan.,increase,risk
Naluzotan,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Naluzotan.,increase,no risk
Naluzotan,Ketamine,The risk or severity of CNS depression can be increased when Ketamine is combined with Naluzotan.,increase,risk
Naluzotan,Ketazolam,The risk or severity of CNS depression can be increased when Ketazolam is combined with Naluzotan.,increase,risk
Naluzotan,Ketoprofen,The risk or severity of hypertension can be increased when Ketoprofen is combined with Naluzotan.,increase,risk
Naluzotan,Ketorolac,The risk or severity of hypertension can be increased when Ketorolac is combined with Naluzotan.,increase,risk
Naluzotan,Nabilone,Nabilone may increase the central nervous system depressant (CNS depressant) activities of Naluzotan.,increase,no risk
Naluzotan,Nabumetone,The risk or severity of hypertension can be increased when Nabumetone is combined with Naluzotan.,increase,risk
Naluzotan,Nadolol,Naluzotan may decrease the antihypertensive activities of Nadolol.,decrease,no risk
Naluzotan,Nalbuphine,The risk or severity of CNS depression can be increased when Nalbuphine is combined with Naluzotan.,increase,risk
Naluzotan,Naphazoline,The risk or severity of hypertension can be increased when Naluzotan is combined with Naphazoline.,increase,risk
Naluzotan,Naproxen,The risk or severity of hypertension can be increased when Naproxen is combined with Naluzotan.,increase,risk
Naluzotan,Naratriptan,The risk or severity of CNS depression can be increased when Naratriptan is combined with Naluzotan.,increase,risk
Naluzotan,Naxitamab,The risk or severity of hypertension can be increased when Naluzotan is combined with Naxitamab.,increase,risk
