DrugA,DrugB,Interaction,Mechanism,risk_level
Aripiprazole,Vemurafenib,The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Aripiprazole.,increase,risk
Aripiprazole,Venetoclax,The metabolism of Aripiprazole can be decreased when combined with Venetoclax.,decrease,no risk
Aripiprazole,Venlafaxine,The risk or severity of serotonin syndrome can be increased when Aripiprazole is combined with Venlafaxine.,increase,risk
Aripiprazole,Verapamil,The metabolism of Aripiprazole can be decreased when combined with Verapamil.,decrease,no risk
Aripiprazole,Vericiguat,Aripiprazole may increase the hypotensive activities of Vericiguat.,increase,no risk
Aripiprazole,Vernakalant,The metabolism of Aripiprazole can be decreased when combined with Vernakalant.,decrease,no risk
Aripiprazole,Vibegron,The therapeutic efficacy of Vibegron can be decreased when used in combination with Aripiprazole.,decrease,no risk
Aripiprazole,Vigabatrin,The risk or severity of CNS depression can be increased when Vigabatrin is combined with Aripiprazole.,increase,risk
Aripiprazole,Vilanterol,The risk or severity of QTc prolongation and ventricular arrhythmias can be increased when Vilanterol is combined with Aripiprazole.,increase,risk
Aripiprazole,Vilazodone,The metabolism of Aripiprazole can be decreased when combined with Vilazodone.,decrease,no risk
Aripiprazole,Vildagliptin,The therapeutic efficacy of Vildagliptin can be decreased when used in combination with Aripiprazole.,decrease,no risk
Aripiprazole,Viloxazine,The metabolism of Aripiprazole can be decreased when combined with Viloxazine.,decrease,no risk
Aripiprazole,Vinblastine,The metabolism of Aripiprazole can be increased when combined with Vinblastine.,increase,no risk
Aripiprazole,Vincristine,The metabolism of Vincristine can be decreased when combined with Aripiprazole.,decrease,no risk
Aripiprazole,Vinorelbine,The metabolism of Aripiprazole can be decreased when combined with Vinorelbine.,decrease,no risk
Chlorprothixene,Butylscopolamine,The risk or severity of adverse effects can be increased when Chlorprothixene is combined with Butylscopolamine.,increase,risk
Chlorprothixene,Gabapentin,The risk or severity of CNS depression can be increased when Gabapentin is combined with Chlorprothixene.,increase,risk
Chlorprothixene,Gabapentin enacarbil,The risk or severity of CNS depression can be increased when Chlorprothixene is combined with Gabapentin enacarbil.,increase,risk
Chlorprothixene,Gadobenic acid,The risk or severity of QTc prolongation can be increased when Chlorprothixene is combined with Gadobenic acid.,increase,risk
Chlorprothixene,Galantamine,The therapeutic efficacy of Chlorprothixene can be decreased when used in combination with Galantamine.,decrease,no risk
Chlorprothixene,Gallamine triethiodide,The risk or severity of CNS depression can be increased when Gallamine triethiodide is combined with Chlorprothixene.,increase,risk
Chlorprothixene,Ganaxolone,"The risk or severity of sedation, somnolence, and CNS depression can be increased when Chlorprothixene is combined with Ganaxolone.",increase,risk
