DrugA,DrugB,Interaction,Mechanism,risk_level
Metyrosine,Zolmitriptan,Zolmitriptan may increase the sedative activities of Metyrosine.,increase,no risk
Metyrosine,Zolpidem,Zolpidem may increase the sedative activities of Metyrosine.,increase,no risk
Metyrosine,Zonisamide,Zonisamide may increase the sedative activities of Metyrosine.,increase,no risk
Metyrosine,Zopiclone,Zopiclone may increase the sedative activities of Metyrosine.,increase,no risk
Metyrosine,Zotepine,Zotepine may increase the sedative activities of Metyrosine.,increase,no risk
Metyrosine,Zuclopenthixol,Zuclopenthixol may increase the sedative activities of Metyrosine.,increase,no risk
Metyrosine,Zuranolone,Zuranolone may increase the sedative activities of Metyrosine.,increase,no risk
Clavulanic acid,BCG vaccine,The therapeutic efficacy of BCG vaccine can be decreased when used in combination with Clavulanic acid.,decrease,no risk
Clavulanic acid,Benzocaine,The risk or severity of methemoglobinemia can be increased when Clavulanic acid is combined with Benzocaine.,increase,risk
Clavulanic acid,Benzyl alcohol,The risk or severity of methemoglobinemia can be increased when Clavulanic acid is combined with Benzyl alcohol.,increase,risk
Clavulanic acid,Bupivacaine,The risk or severity of methemoglobinemia can be increased when Clavulanic acid is combined with Bupivacaine.,increase,risk
Clavulanic acid,Butacaine,The risk or severity of methemoglobinemia can be increased when Clavulanic acid is combined with Butacaine.,increase,risk
Clavulanic acid,Butamben,The risk or severity of methemoglobinemia can be increased when Clavulanic acid is combined with Butamben.,increase,risk
Clavulanic acid,Oxetacaine,The risk or severity of methemoglobinemia can be increased when Clavulanic acid is combined with Oxetacaine.,increase,risk
Clavulanic acid,Oxybuprocaine,The risk or severity of methemoglobinemia can be increased when Clavulanic acid is combined with Oxybuprocaine.,increase,risk
Clavulanic acid,Vibrio cholerae CVD 103-HgR strain live antigen,The therapeutic efficacy of Vibrio cholerae CVD 103-HgR strain live antigen can be decreased when used in combination with Clavulanic acid.,decrease,no risk
Clavulanic acid,Warfarin,The risk or severity of bleeding can be increased when Clavulanic acid is combined with Warfarin.,increase,risk
Benzquinamide,Galantamine,The therapeutic efficacy of Benzquinamide can be decreased when used in combination with Galantamine.,decrease,no risk
Benzquinamide,Gallamine triethiodide,The risk or severity of adverse effects can be increased when Gallamine triethiodide is combined with Benzquinamide.,increase,risk
Benzquinamide,Ginkgo biloba,The therapeutic efficacy of Benzquinamide can be decreased when used in combination with Ginkgo biloba.,decrease,no risk
Benzquinamide,Glucagon,Benzquinamide may increase the gastrointestinal motility reducing activities of Glucagon.,increase,no risk
Benzquinamide,Glycerin,The therapeutic efficacy of Glycerin can be decreased when used in combination with Benzquinamide.,decrease,no risk
Benzquinamide,Glycopyrronium,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Glycopyrronium.,increase,risk
Benzquinamide,Guanabenz,The risk or severity of Tachycardia can be increased when Guanabenz is combined with Benzquinamide.,increase,risk
Benzquinamide,Guanfacine,The risk or severity of Tachycardia can be increased when Benzquinamide is combined with Guanfacine.,increase,risk
Benzquinamide,Hexafluronium,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Hexafluronium.,increase,risk
Benzquinamide,Hexocyclium,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Hexocyclium.,increase,risk
Benzquinamide,Homatropine,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Homatropine.,increase,risk
Benzquinamide,Homatropine methylbromide,The risk or severity of adverse effects can be increased when Homatropine methylbromide is combined with Benzquinamide.,increase,risk
Benzquinamide,Huperzine A,The therapeutic efficacy of Benzquinamide can be decreased when used in combination with Huperzine A.,decrease,no risk
Benzquinamide,Hyaluronidase,The therapeutic efficacy of Hyaluronidase can be decreased when used in combination with Benzquinamide.,decrease,no risk
Benzquinamide,Hyaluronidase (human recombinant),The therapeutic efficacy of Hyaluronidase (human recombinant) can be decreased when used in combination with Benzquinamide.,decrease,no risk
Benzquinamide,Hyaluronidase (ovine),The therapeutic efficacy of Hyaluronidase (ovine) can be decreased when used in combination with Benzquinamide.,decrease,no risk
Benzquinamide,Hydrochlorothiazide,The serum concentration of Hydrochlorothiazide can be increased when it is combined with Benzquinamide.,increase,no risk
Benzquinamide,Hydrocodone,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Hydrocodone.,increase,risk
Benzquinamide,Hydroflumethiazide,The serum concentration of Hydroflumethiazide can be increased when it is combined with Benzquinamide.,increase,no risk
Benzquinamide,Hydromorphone,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Hydromorphone.,increase,risk
Benzquinamide,Hyoscyamine,Benzquinamide may increase the anticholinergic activities of Hyoscyamine.,increase,no risk
Benzquinamide,Ketamine,The therapeutic efficacy of Benzquinamide can be decreased when used in combination with Ketamine.,decrease,no risk
Benzquinamide,Olanzapine,The risk or severity of adverse effects can be increased when Olanzapine is combined with Benzquinamide.,increase,risk
Benzquinamide,Oliceridine,"The risk or severity of urinary retention, reduced gastrointestinal motility, and constipation can be increased when Benzquinamide is combined with Oliceridine.",increase,risk
Benzquinamide,Olodaterol,The risk or severity of Tachycardia can be increased when Benzquinamide is combined with Olodaterol.,increase,risk
Benzquinamide,Opium,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Opium.,increase,risk
Benzquinamide,Orciprenaline,The risk or severity of Tachycardia can be increased when Benzquinamide is combined with Orciprenaline.,increase,risk
Benzquinamide,Orphenadrine,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Orphenadrine.,increase,risk
Benzquinamide,Oxybutynin,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Oxybutynin.,increase,risk
Benzquinamide,Oxycodone,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Oxycodone.,increase,risk
Benzquinamide,Oxymetazoline,The risk or severity of Tachycardia can be increased when Benzquinamide is combined with Oxymetazoline.,increase,risk
Benzquinamide,Oxymorphone,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Oxymorphone.,increase,risk
Benzquinamide,Oxyphencyclimine,The risk or severity of adverse effects can be increased when Oxyphencyclimine is combined with Benzquinamide.,increase,risk
Benzquinamide,Oxyphenisatin acetate,The therapeutic efficacy of Oxyphenisatin acetate can be decreased when used in combination with Benzquinamide.,decrease,no risk
Benzquinamide,Oxyphenonium,The risk or severity of adverse effects can be increased when Oxyphenonium is combined with Benzquinamide.,increase,risk
Benzquinamide,Quetiapine,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Quetiapine.,increase,risk
Benzquinamide,Quinethazone,The serum concentration of Quinethazone can be increased when it is combined with Benzquinamide.,increase,no risk
Benzquinamide,Quinidine,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Quinidine.,increase,risk
Benzquinamide,Quinupramine,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Quinupramine.,increase,risk
Benzquinamide,Umeclidinium,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Umeclidinium.,increase,risk
Benzquinamide,Vecuronium,The risk or severity of adverse effects can be increased when Benzquinamide is combined with Vecuronium.,increase,risk
Benzquinamide,Venlafaxine,The risk or severity of Tachycardia can be increased when Venlafaxine is combined with Benzquinamide.,increase,risk
Benzquinamide,Vilanterol,The risk or severity of Tachycardia can be increased when Benzquinamide is combined with Vilanterol.,increase,risk
Benzquinamide,Xamoterol,The risk or severity of Tachycardia can be increased when Benzquinamide is combined with Xamoterol.,increase,risk
Benzquinamide,Xylometazoline,The risk or severity of Tachycardia can be increased when Benzquinamide is combined with Xylometazoline.,increase,risk
Benzquinamide,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Benzquinamide.,increase,risk
Olopatadine,Oxymetazoline,The absorption of Olopatadine can be decreased when combined with Oxymetazoline.,decrease,no risk
Hydrocortamate,Olaparib,The metabolism of Olaparib can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Oliceridine,The serum concentration of Oliceridine can be decreased when it is combined with Hydrocortamate.,decrease,no risk
Hydrocortamate,Osimertinib,The metabolism of Osimertinib can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Quinidine,The metabolism of Quinidine can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Ulipristal,The metabolism of Ulipristal can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Vandetanib,The metabolism of Vandetanib can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Vemurafenib,The metabolism of Vemurafenib can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Venetoclax,The metabolism of Venetoclax can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Vinblastine,The metabolism of Vinblastine can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Vincristine,The metabolism of Vincristine can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Vindesine,The metabolism of Vindesine can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Vinflunine,The metabolism of Vinflunine can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Vinorelbine,The metabolism of Vinorelbine can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Vorapaxar,The metabolism of Vorapaxar can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Warfarin,The metabolism of Warfarin can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Zanubrutinib,The metabolism of Zanubrutinib can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Ziprasidone,The metabolism of Ziprasidone can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Zolpidem,The metabolism of Zolpidem can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Zuclopenthixol,The metabolism of Zuclopenthixol can be increased when combined with Hydrocortamate.,increase,no risk
Hydrocortamate,Zuranolone,The serum concentration of Zuranolone can be decreased when it is combined with Hydrocortamate.,decrease,no risk
Alprostadil,Udenafil,The risk or severity of hypotension and priapism can be increased when Udenafil is combined with Alprostadil.,increase,risk
Alprostadil,Vardenafil,The risk or severity of hypotension and priapism can be increased when Vardenafil is combined with Alprostadil.,increase,risk
Clidinium,Gabapentin,The risk or severity of CNS depression can be increased when Clidinium is combined with Gabapentin.,increase,risk
Clidinium,Gabapentin enacarbil,The risk or severity of CNS depression can be increased when Clidinium is combined with Gabapentin enacarbil.,increase,risk
Clidinium,Galantamine,The therapeutic efficacy of Clidinium can be decreased when used in combination with Galantamine.,decrease,no risk
Clidinium,Gallamine triethiodide,The risk or severity of CNS depression can be increased when Gallamine triethiodide is combined with Clidinium.,increase,risk
Clidinium,Ganaxolone,"The risk or severity of sedation, somnolence, and CNS depression can be increased when Clidinium is combined with Ganaxolone.",increase,risk
Clidinium,Gepirone,The risk or severity of CNS depression can be increased when Clidinium is combined with Gepirone.,increase,risk
Clidinium,Ginkgo biloba,The therapeutic efficacy of Clidinium can be decreased when used in combination with Ginkgo biloba.,decrease,no risk
Clidinium,Glucagon,Clidinium may increase the gastrointestinal motility reducing activities of Glucagon.,increase,no risk
Clidinium,Glutethimide,The risk or severity of CNS depression can be increased when Clidinium is combined with Glutethimide.,increase,risk
Clidinium,Glycerin,The therapeutic efficacy of Glycerin can be decreased when used in combination with Clidinium.,decrease,no risk
Clidinium,Glycopyrronium,The risk or severity of adverse effects can be increased when Clidinium is combined with Glycopyrronium.,increase,risk
Clidinium,Granisetron,The risk or severity of CNS depression can be increased when Clidinium is combined with Granisetron.,increase,risk
Clidinium,Guanabenz,The risk or severity of Tachycardia can be increased when Guanabenz is combined with Clidinium.,increase,risk
Clidinium,Guanfacine,The risk or severity of CNS depression can be increased when Clidinium is combined with Guanfacine.,increase,risk
Clidinium,Halazepam,The risk or severity of CNS depression can be increased when Clidinium is combined with Halazepam.,increase,risk
Clidinium,Haloperidol,The risk or severity of CNS depression can be increased when Haloperidol is combined with Clidinium.,increase,risk
Clidinium,Halothane,The risk or severity of CNS depression can be increased when Clidinium is combined with Halothane.,increase,risk
Clidinium,Hexafluronium,The risk or severity of CNS depression can be increased when Clidinium is combined with Hexafluronium.,increase,risk
Clidinium,Hexocyclium,The risk or severity of adverse effects can be increased when Clidinium is combined with Hexocyclium.,increase,risk
Clidinium,Homatropine,The risk or severity of adverse effects can be increased when Clidinium is combined with Homatropine.,increase,risk
Clidinium,Homatropine methylbromide,The risk or severity of adverse effects can be increased when Homatropine methylbromide is combined with Clidinium.,increase,risk
Clidinium,Huperzine A,The therapeutic efficacy of Clidinium can be decreased when used in combination with Huperzine A.,decrease,no risk
Clidinium,Hydrochlorothiazide,The serum concentration of Hydrochlorothiazide can be increased when it is combined with Clidinium.,increase,no risk
Clidinium,Hydrocodone,Clidinium may increase the central nervous system depressant (CNS depressant) activities of Hydrocodone.,increase,no risk
Clidinium,Hydroflumethiazide,The serum concentration of Hydroflumethiazide can be increased when it is combined with Clidinium.,increase,no risk
Clidinium,Hydromorphone,The risk or severity of adverse effects can be increased when Clidinium is combined with Hydromorphone.,increase,risk
Clidinium,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Clidinium.,increase,no risk
Clidinium,Hyoscyamine,The risk or severity of adverse effects can be increased when Hyoscyamine is combined with Clidinium.,increase,risk
Clidinium,Ketamine,The risk or severity of CNS depression can be increased when Clidinium is combined with Ketamine.,increase,risk
Clidinium,Ketazolam,The risk or severity of CNS depression can be increased when Clidinium is combined with Ketazolam.,increase,risk
Clidinium,Olanzapine,The risk or severity of CNS depression can be increased when Olanzapine is combined with Clidinium.,increase,risk
Clidinium,Oliceridine,"The risk or severity of hypotension, sedation, death, somnolence, and respiratory depression can be increased when Clidinium is combined with Oliceridine.",increase,risk
Clidinium,Olodaterol,The risk or severity of Tachycardia can be increased when Clidinium is combined with Olodaterol.,increase,risk
Clidinium,Ondansetron,The risk or severity of CNS depression can be increased when Clidinium is combined with Ondansetron.,increase,risk
Clidinium,Opium,The risk or severity of adverse effects can be increased when Clidinium is combined with Opium.,increase,risk
Clidinium,Orciprenaline,The risk or severity of Tachycardia can be increased when Clidinium is combined with Orciprenaline.,increase,risk
Clidinium,Orphenadrine,Clidinium may increase the central nervous system depressant (CNS depressant) activities of Orphenadrine.,increase,no risk
Clidinium,Oxazepam,The risk or severity of CNS depression can be increased when Clidinium is combined with Oxazepam.,increase,risk
Clidinium,Oxcarbazepine,The risk or severity of CNS depression can be increased when Clidinium is combined with Oxcarbazepine.,increase,risk
Clidinium,Oxitriptan,The risk or severity of CNS depression can be increased when Clidinium is combined with Oxitriptan.,increase,risk
Clidinium,Oxprenolol,The risk or severity of CNS depression can be increased when Clidinium is combined with Oxprenolol.,increase,risk
Clidinium,Oxybuprocaine,The risk or severity of CNS depression can be increased when Clidinium is combined with Oxybuprocaine.,increase,risk
Clidinium,Oxybutynin,The risk or severity of adverse effects can be increased when Clidinium is combined with Oxybutynin.,increase,risk
Clidinium,Oxycodone,The risk or severity of adverse effects can be increased when Clidinium is combined with Oxycodone.,increase,risk
Clidinium,Oxymetazoline,The risk or severity of Tachycardia can be increased when Clidinium is combined with Oxymetazoline.,increase,risk
