DrugA,DrugB,Interaction,Mechanism,risk_level
Practolol,Vemurafenib,The metabolism of Practolol can be decreased when combined with Vemurafenib.,decrease,no risk
Practolol,Venlafaxine,The metabolism of Practolol can be decreased when combined with Venlafaxine.,decrease,no risk
Practolol,Verapamil,The risk or severity of adverse effects can be increased when Verapamil is combined with Practolol.,increase,risk
Practolol,Vericiguat,Vericiguat may increase the hypotensive activities of Practolol.,increase,no risk
Practolol,Vernakalant,Practolol may increase the arrhythmogenic activities of Vernakalant.,increase,no risk
Practolol,Vibegron,The therapeutic efficacy of Vibegron can be decreased when used in combination with Practolol.,decrease,no risk
Practolol,Vilanterol,The therapeutic efficacy of Vilanterol can be decreased when used in combination with Practolol.,decrease,no risk
Practolol,Vilazodone,The metabolism of Practolol can be decreased when combined with Vilazodone.,decrease,no risk
Practolol,Vildagliptin,The therapeutic efficacy of Vildagliptin can be increased when used in combination with Practolol.,increase,no risk
Practolol,Viloxazine,The metabolism of Practolol can be decreased when combined with Viloxazine.,decrease,no risk
Practolol,Vinblastine,The metabolism of Practolol can be decreased when combined with Vinblastine.,decrease,no risk
Practolol,Vinorelbine,The metabolism of Practolol can be decreased when combined with Vinorelbine.,decrease,no risk
Practolol,Vortioxetine,Vortioxetine may decrease the antihypertensive activities of Practolol.,decrease,no risk
Practolol,Xamoterol,The therapeutic efficacy of Xamoterol can be decreased when used in combination with Practolol.,decrease,no risk
Practolol,Xylometazoline,Practolol may increase the arrhythmogenic activities of Xylometazoline.,increase,no risk
Practolol,Yohimbine,Yohimbine may decrease the antihypertensive activities of Practolol.,decrease,no risk
Practolol,Ziconotide,Practolol may increase the arrhythmogenic activities of Ziconotide.,increase,no risk
Practolol,Zimelidine,The serum concentration of Practolol can be increased when it is combined with Zimelidine.,increase,no risk
Practolol,Ziprasidone,Ziprasidone may increase the antihypertensive activities of Practolol.,increase,no risk
Practolol,Zofenopril,Practolol may increase the hypotensive activities of Zofenopril.,increase,no risk
Practolol,Zolmitriptan,Zolmitriptan may decrease the antihypertensive activities of Practolol.,decrease,no risk
Practolol,Zolpidem,The metabolism of Practolol can be decreased when combined with Zolpidem.,decrease,no risk
Practolol,Zonisamide,Zonisamide may increase the arrhythmogenic activities of Practolol.,increase,no risk
Practolol,Zuclopenthixol,Practolol may increase the orthostatic hypotensive activities of Zuclopenthixol.,increase,no risk
Sulfacytine,Benzylpenicillin,Sulfacytine may decrease the excretion rate of Benzylpenicillin which could result in a higher serum level.,decrease,no risk
Sulfacytine,Bexagliflozin,The therapeutic efficacy of Bexagliflozin can be increased when used in combination with Sulfacytine.,increase,no risk
Sulfacytine,Bromocriptine,The therapeutic efficacy of Bromocriptine can be increased when used in combination with Sulfacytine.,increase,no risk
Sulfacytine,Gliclazide,The therapeutic efficacy of Gliclazide can be increased when used in combination with Sulfacytine.,increase,no risk
Sulfacytine,Glimepiride,The therapeutic efficacy of Glimepiride can be increased when used in combination with Sulfacytine.,increase,no risk
Sulfacytine,Glipizide,The therapeutic efficacy of Glipizide can be increased when used in combination with Sulfacytine.,increase,no risk
Sulfacytine,Gliquidone,The therapeutic efficacy of Gliquidone can be increased when used in combination with Sulfacytine.,increase,no risk
Sulfacytine,Glyburide,The therapeutic efficacy of Glyburide can be increased when used in combination with Sulfacytine.,increase,no risk
Sulfacytine,Glymidine,The therapeutic efficacy of Glymidine can be increased when used in combination with Sulfacytine.,increase,no risk
Sulfacytine,Ketoprofen,The risk or severity of adverse effects can be increased when Ketoprofen is combined with Sulfacytine.,increase,risk
Sulfacytine,Quinine,The therapeutic efficacy of Quinine can be increased when used in combination with Sulfacytine.,increase,no risk
Sulfacytine,Vildagliptin,The therapeutic efficacy of Vildagliptin can be increased when used in combination with Sulfacytine.,increase,no risk
Sulfadoxine,Quinine,The therapeutic efficacy of Quinine can be increased when used in combination with Sulfadoxine.,increase,no risk
Sulfadoxine,Vemurafenib,The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Sulfadoxine.,increase,risk
Sulfadoxine,Vildagliptin,The therapeutic efficacy of Vildagliptin can be increased when used in combination with Sulfadoxine.,increase,no risk
Rolitetracycline,Oxacillin,The therapeutic efficacy of Oxacillin can be decreased when used in combination with Rolitetracycline.,decrease,no risk
Rolitetracycline,Oxetacaine,The risk or severity of methemoglobinemia can be increased when Rolitetracycline is combined with Oxetacaine.,increase,risk
Rolitetracycline,Oxybuprocaine,The risk or severity of methemoglobinemia can be increased when Rolitetracycline is combined with Oxybuprocaine.,increase,risk
Rolitetracycline,Oxytetracycline,The risk or severity of neuromuscular blockade can be increased when Oxytetracycline is combined with Rolitetracycline.,increase,risk
Rolitetracycline,Quinidine,The risk or severity of neuromuscular blockade can be increased when Quinidine is combined with Rolitetracycline.,increase,risk
Rolitetracycline,Quinine,The risk or severity of neuromuscular blockade can be increased when Quinine is combined with Rolitetracycline.,increase,risk
Rolitetracycline,Ulipristal,The serum concentration of Ulipristal can be decreased when it is combined with Rolitetracycline.,decrease,no risk
Rolitetracycline,Vancomycin,The risk or severity of neuromuscular blockade can be increased when Vancomycin is combined with Rolitetracycline.,increase,risk
Rolitetracycline,Vecuronium,The therapeutic efficacy of Vecuronium can be increased when used in combination with Rolitetracycline.,increase,no risk
Rolitetracycline,Vibrio cholerae CVD 103-HgR strain live antigen,The therapeutic efficacy of Vibrio cholerae CVD 103-HgR strain live antigen can be decreased when used in combination with Rolitetracycline.,decrease,no risk
Rolitetracycline,Viomycin,The risk or severity of neuromuscular blockade can be increased when Rolitetracycline is combined with Viomycin.,increase,risk
Rolitetracycline,Vitamin A,The risk or severity of pseudotumor cerebri can be increased when Vitamin A is combined with Rolitetracycline.,increase,risk
Rolitetracycline,Warfarin,Rolitetracycline may increase the anticoagulant activities of Warfarin.,increase,no risk
Rolitetracycline,Zinc,Zinc can cause a decrease in the absorption of Rolitetracycline resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Rolitetracycline,Zinc acetate,Zinc acetate can cause a decrease in the absorption of Rolitetracycline resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Rolitetracycline,Zinc ascorbate,Zinc ascorbate can cause a decrease in the absorption of Rolitetracycline resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Rolitetracycline,Zinc chloride,Zinc chloride can cause a decrease in the absorption of Rolitetracycline resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Rolitetracycline,Zinc gluconate,Zinc gluconate can cause a decrease in the absorption of Rolitetracycline resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Rolitetracycline,Zinc oxide,Zinc oxide can cause a decrease in the absorption of Rolitetracycline resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Rolitetracycline,Zinc sulfate,Zinc sulfate can cause a decrease in the absorption of Rolitetracycline resulting in a reduced serum concentration and potentially a decrease in efficacy.,decrease,no risk
Rolitetracycline,"Zinc sulfate, unspecified form","Zinc sulfate, unspecified form can cause a decrease in the absorption of Rolitetracycline resulting in a reduced serum concentration and potentially a decrease in efficacy.",decrease,no risk
Oxtriphylline,Gabapentin,Gabapentin may increase the excretion rate of Oxtriphylline which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Oxtriphylline,Ganaxolone,Ganaxolone may increase the excretion rate of Oxtriphylline which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Oxtriphylline,Gatifloxacin,The metabolism of Oxtriphylline can be decreased when combined with Gatifloxacin.,decrease,no risk
Oxtriphylline,Gemfibrozil,The metabolism of Oxtriphylline can be decreased when combined with Gemfibrozil.,decrease,no risk
Oxtriphylline,Gemifloxacin,The metabolism of Oxtriphylline can be decreased when combined with Gemifloxacin.,decrease,no risk
Oxtriphylline,Givosiran,The serum concentration of Oxtriphylline can be increased when it is combined with Givosiran.,increase,no risk
