DrugA,DrugB,Interaction,Mechanism,risk_level
Salmeterol,Nifedipine,The risk or severity of adverse effects can be increased when Nicotine is combined with Salmeterol.,increase,risk
Salmeterol,Nilotinib,The risk or severity of QTc prolongation can be increased when Salmeterol is combined with Nifedipine.,increase,risk
Salmeterol,Nilvadipine,The metabolism of Salmeterol can be decreased when combined with Nilotinib.,decrease,no risk
Salmeterol,Nimesulide,The metabolism of Salmeterol can be decreased when combined with Nilvadipine.,decrease,no risk
Salmeterol,Nimodipine,The risk or severity of hypertension can be increased when Salmeterol is combined with Nimesulide.,increase,risk
Salmeterol,Nisoldipine,Salmeterol may decrease the antihypertensive activities of Nimodipine.,decrease,no risk
Salmeterol,Nitrendipine,Salmeterol may decrease the antihypertensive activities of Nisoldipine.,decrease,no risk
Salmeterol,Nitroglycerin,Salmeterol may decrease the antihypertensive activities of Nitrendipine.,decrease,no risk
Salmeterol,Nitroprusside,Salmeterol may decrease the antihypertensive activities of Nitroglycerin.,decrease,no risk
Salmeterol,Nitrous oxide,Salmeterol may decrease the antihypertensive activities of Nitroprusside.,decrease,no risk
Salmeterol,Nizatidine,The risk or severity of hypertension can be increased when Salmeterol is combined with Nitrous oxide.,increase,risk
Salmeterol,Norepinephrine,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Nizatidine is combined with Salmeterol.",increase,risk
Salmeterol,Norethisterone,The risk or severity of adverse effects can be increased when Norepinephrine is combined with Salmeterol.,increase,risk
Salmeterol,Norfloxacin,The metabolism of Salmeterol can be decreased when combined with Norethisterone.,decrease,no risk
Salmeterol,Nortriptyline,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Salmeterol is combined with Norfloxacin.",increase,risk
Salmeterol,Nylidrin,The therapeutic efficacy of Salmeterol can be decreased when used in combination with Nortriptyline.,decrease,no risk
Salmeterol,Octreotide,The risk or severity of hypertension can be increased when Salmeterol is combined with Nylidrin.,increase,risk
Salmeterol,Ofloxacin,The risk or severity of QTc prolongation can be increased when Octreotide is combined with Salmeterol.,increase,risk
Salmeterol,Olanzapine,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Salmeterol is combined with Ofloxacin.",increase,risk
Salmeterol,Olaparib,The therapeutic efficacy of Salmeterol can be decreased when used in combination with Olanzapine.,decrease,no risk
Salmeterol,Olmesartan,The metabolism of Olaparib can be decreased when combined with Salmeterol.,decrease,no risk
Salmeterol,Olodaterol,Salmeterol may decrease the antihypertensive activities of Olmesartan.,decrease,no risk
Salmeterol,Omaveloxolone,The metabolism of Olodaterol can be decreased when combined with Salmeterol.,decrease,no risk
Salmeterol,Ombitasvir,The serum concentration of Salmeterol can be decreased when it is combined with Omaveloxolone.,decrease,no risk
Salmeterol,Ondansetron,The metabolism of Ombitasvir can be decreased when combined with Salmeterol.,decrease,no risk
Salmeterol,Orciprenaline,The risk or severity of QTc prolongation can be increased when Salmeterol is combined with Ondansetron.,increase,risk
Salmeterol,Orphenadrine,The risk or severity of adverse effects can be increased when Orciprenaline is combined with Salmeterol.,increase,risk
Salmeterol,Osilodrostat,The risk or severity of QTc prolongation can be increased when Salmeterol is combined with Orphenadrine.,increase,risk
Salmeterol,Oxaliplatin,The metabolism of Salmeterol can be decreased when combined with Osilodrostat.,decrease,no risk
Salmeterol,Oxaprozin,The risk or severity of QTc prolongation can be increased when Oxaliplatin is combined with Salmeterol.,increase,risk
Salmeterol,Oxatomide,The risk or severity of hypertension can be increased when Salmeterol is combined with Oxaprozin.,increase,risk
Salmeterol,Oxcarbazepine,The risk or severity of QTc prolongation can be increased when Salmeterol is combined with Oxatomide.,increase,risk
Salmeterol,Oxprenolol,The metabolism of Salmeterol can be increased when combined with Oxcarbazepine.,increase,no risk
Salmeterol,Oxtriphylline,Oxprenolol may decrease the bronchodilatory activities of Salmeterol.,decrease,no risk
Salmeterol,Oxybutynin,The risk or severity of hypokalemia can be increased when Oxtriphylline is combined with Salmeterol.,increase,risk
Salmeterol,Oxycodone,The metabolism of Oxybutynin can be decreased when combined with Salmeterol.,decrease,no risk
Salmeterol,Oxymetazoline,The metabolism of Salmeterol can be decreased when combined with Oxycodone.,decrease,no risk
Salmeterol,Oxyphenbutazone,The risk or severity of hypertension can be increased when Oxymetazoline is combined with Salmeterol.,increase,risk
Salmeterol,Oxyphencyclimine,The risk or severity of hypertension can be increased when Salmeterol is combined with Oxyphenbutazone.,increase,risk
Salmeterol,Oxyphenonium,The risk or severity of Tachycardia can be increased when Oxyphencyclimine is combined with Salmeterol.,increase,risk
Salmeterol,Oxytocin,The risk or severity of Tachycardia can be increased when Oxyphenonium is combined with Salmeterol.,increase,risk
Salmeterol,Ozanimod,The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Salmeterol.,increase,risk
Salmeterol,Quetiapine,The risk or severity of hypertension can be increased when Pseudoephedrine is combined with Salmeterol.,increase,risk
Salmeterol,Quinapril,The therapeutic efficacy of Salmeterol can be decreased when used in combination with Quetiapine.,decrease,no risk
Salmeterol,Quinethazone,Salmeterol may decrease the antihypertensive activities of Quinapril.,decrease,no risk
Salmeterol,Quinidine,Salmeterol may increase the hypokalemic activities of Quinethazone.,increase,no risk
Salmeterol,Quinine,The metabolism of Quinidine can be decreased when combined with Salmeterol.,decrease,no risk
Salmeterol,Quinupramine,The metabolism of Quinine can be decreased when combined with Salmeterol.,decrease,no risk
Salmeterol,Quizartinib,The risk or severity of hypertension can be increased when Quinupramine is combined with Salmeterol.,increase,risk
Salmeterol,Ubidecarenone,The metabolism of Tucatinib can be decreased when combined with Salmeterol.,decrease,no risk
Salmeterol,Udenafil,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Salmeterol is combined with Ubidecarenone.",increase,risk
Salmeterol,Umeclidinium,The metabolism of Udenafil can be decreased when combined with Salmeterol.,decrease,no risk
Salmeterol,Vadadustat,The risk or severity of Tachycardia can be increased when Salmeterol is combined with Umeclidinium.,increase,risk
Salmeterol,Valbenazine,The serum concentration of Salmeterol can be increased when it is combined with Vadadustat.,increase,no risk
Salmeterol,Valdecoxib,The metabolism of Valbenazine can be decreased when combined with Salmeterol.,decrease,no risk
Salmeterol,Valproic acid,The risk or severity of hypertension can be increased when Valdecoxib is combined with Salmeterol.,increase,risk
Salmeterol,Valsartan,The risk or severity of QTc prolongation can be increased when Salmeterol is combined with Valproic acid.,increase,risk
Salmeterol,Vamorolone,Salmeterol may decrease the antihypertensive activities of Valsartan.,decrease,no risk
Salmeterol,Vandetanib,The risk or severity of hypokalemia can be increased when Vamorolone is combined with Salmeterol.,increase,risk
Salmeterol,Vardenafil,The risk or severity of QTc prolongation can be increased when Salmeterol is combined with Vandetanib.,increase,risk
Salmeterol,Varenicline,The risk or severity of QTc prolongation can be increased when Vardenafil is combined with Salmeterol.,increase,risk
Salmeterol,Velpatasvir,The excretion of Varenicline can be decreased when combined with Salmeterol.,decrease,no risk
