DrugA,DrugB,Interaction,Mechanism,risk_level
Aniline,Benzyl alcohol,The metabolism of Benzyl alcohol can be decreased when combined with Aniline.,decrease,no risk
Aniline,Bifonazole,The metabolism of Aniline can be decreased when combined with Bifonazole.,decrease,no risk
Aniline,Bimekizumab,The metabolism of Aniline can be increased when combined with Bimekizumab.,increase,no risk
Aniline,Bromazepam,The metabolism of Aniline can be decreased when combined with Bromazepam.,decrease,no risk
Aniline,Glycerin,The metabolism of Aniline can be increased when combined with Glycerin.,increase,no risk
Aniline,Golimumab,The metabolism of Aniline can be increased when combined with Golimumab.,increase,no risk
Aniline,Halothane,The metabolism of Aniline can be decreased when combined with Halothane.,decrease,no risk
Aniline,Niacin,The metabolism of Aniline can be decreased when combined with Niacin.,decrease,no risk
Aniline,Nicotine,The metabolism of Aniline can be increased when combined with Nicotine.,increase,no risk
Aniline,Nilvadipine,The metabolism of Aniline can be decreased when combined with Nilvadipine.,decrease,no risk
Aniline,Orphenadrine,The metabolism of Aniline can be decreased when combined with Orphenadrine.,decrease,no risk
Aniline,Vayarin,The metabolism of Aniline can be decreased when combined with Vayarin.,decrease,no risk
Sulfaphenazole,Galantamine,The metabolism of Galantamine can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Gefitinib,The metabolism of Gefitinib can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Glasdegib,The metabolism of Glasdegib can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Gliclazide,The metabolism of Gliclazide can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Glimepiride,The metabolism of Glimepiride can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Glipizide,The metabolism of Glipizide can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Gliquidone,The metabolism of Gliquidone can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Glyburide,The metabolism of Glyburide can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Glymidine,The therapeutic efficacy of Glymidine can be increased when used in combination with Sulfaphenazole.,increase,no risk
Sulfaphenazole,Halofantrine,The metabolism of Halofantrine can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Haloperidol,The serum concentration of Haloperidol can be increased when it is combined with Sulfaphenazole.,increase,no risk
Sulfaphenazole,Halothane,The metabolism of Halothane can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Hydrocodone,The metabolism of Hydrocodone can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Hydromorphone,The metabolism of Hydromorphone can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Hydroxychloroquine,The metabolism of Hydroxychloroquine can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Ketamine,The metabolism of Ketamine can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Ketoprofen,The risk or severity of adverse effects can be increased when Ketoprofen is combined with Sulfaphenazole.,increase,risk
Sulfaphenazole,Ketorolac,The metabolism of Ketorolac can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Nabilone,The metabolism of Nabilone can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Nabumetone,The metabolism of Nabumetone can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Nadolol,The metabolism of Nadolol can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Naproxen,The metabolism of Naproxen can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Nateglinide,The metabolism of Nateglinide can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Nebivolol,The metabolism of Nebivolol can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Nefazodone,The metabolism of Nefazodone can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Netupitant,The metabolism of Netupitant can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Nevirapine,The metabolism of Nevirapine can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Nicardipine,The metabolism of Nicardipine can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Nicergoline,The metabolism of Nicergoline can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Niclosamide,The metabolism of Niclosamide can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Nicotine,The risk or severity of adverse effects can be increased when Sulfaphenazole is combined with Nicotine.,increase,risk
Sulfaphenazole,Nifedipine,The metabolism of Nifedipine can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Nirogacestat,The metabolism of Nirogacestat can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Norgestimate,The metabolism of Norgestimate can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Nortriptyline,The metabolism of Nortriptyline can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Olanzapine,The metabolism of Olanzapine can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Oliceridine,The serum concentration of Oliceridine can be increased when it is combined with Sulfaphenazole.,increase,no risk
Sulfaphenazole,Olodaterol,The metabolism of Olodaterol can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Ombitasvir,The metabolism of Ombitasvir can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Ondansetron,The metabolism of Ondansetron can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Opium,The metabolism of Opium can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Osilodrostat,The metabolism of Osilodrostat can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Ospemifene,The metabolism of Ospemifene can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Oxprenolol,The metabolism of Oxprenolol can be decreased when combined with Sulfaphenazole.,decrease,no risk
Sulfaphenazole,Oxycodone,The metabolism of Oxycodone can be decreased when combined with Sulfaphenazole.,decrease,no risk
