DrugA,DrugB,Interaction,Mechanism,risk_level
Levocetirizine,Hydroflumethiazide,Hydroflumethiazide may increase the excretion rate of Levocetirizine which could result in a lower serum level and potentially a reduction in efficacy.,increase,no risk
Levocetirizine,Hydromorphone,The risk or severity of CNS depression can be increased when Hydromorphone is combined with Levocetirizine.,increase,risk
Levocetirizine,Hydroxocobalamin,Hydroxocobalamin may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Levocetirizine.,increase,risk
Levocetirizine,Hydroxyethyl Starch,Levocetirizine may decrease the excretion rate of Hydroxyethyl Starch which could result in a higher serum level.,decrease,no risk
Levocetirizine,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Levocetirizine is combined with Hydroxyzine.,increase,risk
Levocetirizine,Hyoscyamine,Levocetirizine may increase the anticholinergic activities of Hyoscyamine.,increase,no risk
Levocetirizine,Kanamycin,Levocetirizine may decrease the excretion rate of Kanamycin which could result in a higher serum level.,decrease,no risk
Levocetirizine,Ketamine,The risk or severity of CNS depression can be increased when Ketamine is combined with Levocetirizine.,increase,risk
Levocetirizine,Ketazolam,The risk or severity of CNS depression can be increased when Ketazolam is combined with Levocetirizine.,increase,risk
Levocetirizine,Ketoconazole,The metabolism of Levocetirizine can be decreased when combined with Ketoconazole.,decrease,no risk
Levocetirizine,Ketoprofen,Ketoprofen may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Ketorolac,Ketorolac may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,N-acetyltyrosine,Levocetirizine may decrease the excretion rate of N-acetyltyrosine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nabilone,Nabilone may increase the central nervous system depressant (CNS depressant) activities of Levocetirizine.,increase,no risk
Levocetirizine,Nabumetone,Nabumetone may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nadolol,Nadolol may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nalbuphine,The risk or severity of CNS depression can be increased when Nalbuphine is combined with Levocetirizine.,increase,risk
Levocetirizine,Naldemedine,Levocetirizine may decrease the excretion rate of Naldemedine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nalidixic acid,The risk or severity of QTc prolongation can be increased when Levocetirizine is combined with Nalidixic acid.,increase,risk
Levocetirizine,Nalmefene,Nalmefene may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Naloxone,Naloxone may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Naproxen,Naproxen may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Naratriptan,The risk or severity of CNS depression can be increased when Naratriptan is combined with Levocetirizine.,increase,risk
Levocetirizine,Nateglinide,Nateglinide may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nedaplatin,Levocetirizine may decrease the excretion rate of Nedaplatin which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nedocromil,Nedocromil may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nefazodone,The metabolism of Levocetirizine can be decreased when combined with Nefazodone.,decrease,no risk
Levocetirizine,Nelfinavir,The metabolism of Levocetirizine can be decreased when combined with Nelfinavir.,decrease,no risk
Levocetirizine,Neomycin,Levocetirizine may decrease the excretion rate of Neomycin which could result in a higher serum level.,decrease,no risk
Levocetirizine,Netilmicin,Levocetirizine may decrease the excretion rate of Netilmicin which could result in a higher serum level.,decrease,no risk
Levocetirizine,Netupitant,The metabolism of Levocetirizine can be decreased when combined with Netupitant.,decrease,no risk
Levocetirizine,Nialamide,The risk or severity of CNS depression can be increased when Nialamide is combined with Levocetirizine.,increase,risk
Levocetirizine,Nicardipine,The metabolism of Levocetirizine can be decreased when combined with Nicardipine.,decrease,no risk
Levocetirizine,Nicorandil,Levocetirizine may decrease the excretion rate of Nicorandil which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nifedipine,The risk or severity of QTc prolongation can be increased when Levocetirizine is combined with Nifedipine.,increase,risk
Levocetirizine,Nilotinib,The metabolism of Levocetirizine can be decreased when combined with Nilotinib.,decrease,no risk
Levocetirizine,Nilutamide,Nilutamide may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nilvadipine,The metabolism of Levocetirizine can be decreased when combined with Nilvadipine.,decrease,no risk
Levocetirizine,Nimesulide,Nimesulide may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nimodipine,The risk or severity of QTc prolongation can be increased when Levocetirizine is combined with Nimodipine.,increase,risk
Levocetirizine,Nisoldipine,Nisoldipine may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nitrazepam,The risk or severity of CNS depression can be increased when Nitrazepam is combined with Levocetirizine.,increase,risk
Levocetirizine,Nitrendipine,The risk or severity of QTc prolongation can be increased when Nitrendipine is combined with Levocetirizine.,increase,risk
Levocetirizine,Nitric Oxide,Nitric Oxide may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nitrofurantoin,Nitrofurantoin may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nitroprusside,Nitroprusside may decrease the excretion rate of Levocetirizine which could result in a higher serum level.,decrease,no risk
Levocetirizine,Nitrous oxide,The risk or severity of CNS depression can be increased when Levocetirizine is combined with Nitrous oxide.,increase,risk
Levocetirizine,Nomifensine,The risk or severity of CNS depression can be increased when Nomifensine is combined with Levocetirizine.,increase,risk
Levocetirizine,Norepinephrine,The therapeutic efficacy of Norepinephrine can be increased when used in combination with Levocetirizine.,increase,no risk
Levocetirizine,Norfloxacin,The risk or severity of QTc prolongation can be increased when Norfloxacin is combined with Levocetirizine.,increase,risk
Levocetirizine,Normethadone,The risk or severity of CNS depression can be increased when Levocetirizine is combined with Normethadone.,increase,risk
Levocetirizine,Nortriptyline,The risk or severity of CNS depression can be increased when Nortriptyline is combined with Levocetirizine.,increase,risk
Levocetirizine,Octinoxate,Levocetirizine may decrease the excretion rate of Octinoxate which could result in a higher serum level.,decrease,no risk
