DrugA,DrugB,Interaction,Mechanism,risk_level
Salsalate,Vamorolone,"The risk or severity of renal failure, hyperkalemia, and hypertension can be increased when Valsartan is combined with Salsalate.",increase,risk
Salsalate,Vancomycin,The risk or severity of gastrointestinal irritation can be increased when Vamorolone is combined with Salsalate.,increase,risk
Salsalate,Varenicline,Salsalate may decrease the excretion rate of Vancomycin which could result in a higher serum level.,decrease,no risk
Salsalate,Venlafaxine,Salsalate may decrease the excretion rate of Varenicline which could result in a higher serum level.,decrease,no risk
Salsalate,Verapamil,Venlafaxine may increase the antiplatelet activities of Salsalate.,increase,no risk
Salsalate,Vilanterol,Salsalate may decrease the excretion rate of Verapamil which could result in a higher serum level.,decrease,no risk
Salsalate,Vilazodone,The risk or severity of hypertension can be increased when Salsalate is combined with Vilanterol.,increase,risk
Salsalate,Viloxazine,The risk or severity of hypertension can be increased when Salsalate is combined with Vilazodone.,increase,risk
Salsalate,Vorapaxar,Salsalate may decrease the excretion rate of Viloxazine which could result in a higher serum level.,decrease,no risk
Salsalate,Voriconazole,The risk or severity of bleeding and hemorrhage can be increased when Salsalate is combined with Vorapaxar.,increase,risk
Salsalate,Vortioxetine,The serum concentration of Salsalate can be increased when it is combined with Voriconazole.,increase,no risk
Salsalate,Warfarin,The risk or severity of hypertension can be increased when Salsalate is combined with Vortioxetine.,increase,risk
Salsalate,Xamoterol,The risk or severity of bleeding and hemorrhage can be increased when Salsalate is combined with Warfarin.,increase,risk
Salsalate,Ximelagatran,The risk or severity of hypertension can be increased when Salsalate is combined with Xamoterol.,increase,risk
Salsalate,Xylometazoline,The risk or severity of bleeding and hemorrhage can be increased when Salsalate is combined with Ximelagatran.,increase,risk
Salsalate,Yohimbine,The risk or severity of hypertension can be increased when Salsalate is combined with Xylometazoline.,increase,risk
Salsalate,Zaleplon,The risk or severity of hypertension can be increased when Yohimbine is combined with Salsalate.,increase,risk
Salsalate,Zanamivir,Salsalate may decrease the excretion rate of Zaleplon which could result in a higher serum level.,decrease,no risk
Neostigmine,Nadolol,Neostigmine may increase the bradycardic activities of Nadolol.,increase,no risk
Neostigmine,Nebivolol,Neostigmine may increase the bradycardic activities of Nebivolol.,increase,no risk
Neostigmine,Nicardipine,The therapeutic efficacy of Nicardipine can be decreased when used in combination with Neostigmine.,decrease,no risk
